"Województwo","Powiat","Gmina","Teryt","Liczba.wyborców.uprawnionych.do.głosowania","Komisja.otrzymała.kart.do.głosowania","Nie.wykorzystano.kart.do.głosowania","Liczba.wyborców..którym.wydano.karty.do.głosowania","Liczba.wyborców.głosujących.przez.pełnomocnika","Liczba.wyborców.głosujących.na.podstawie.zaświadczenia","Liczba.wyborców..którym.wysłano.pakiety.wyborcze","Liczba.otrzymanych.kopert.zwrotnych","w.których.nie.było.oświadczenia","w.których.oświadczenie.nie.było.podpisane","w.których.nie.było.koperty.na.kartę.do.głosowania","w.których.znajdowała.się.niezaklejona.koperta","Liczba.kopert.na.kartę.do.głosowania.wrzuconych.do.urny","Liczba.kart.wyjętych.z.urny","w.tym.liczba.kart.wyjętych.z.kopert","Liczba.kart.nieważnych","Liczba.kart.ważnych","Liczba.głosów.nieważnych","Liczba.głosów.ważnych","Andrzej.Sebastian.DUDA","Bronisław.Maria.KOMOROWSKI"
"mazowieckie","siedlecki","gm. Korczew","142602",2365,2000,794,1206,2,32,0,0,0,0,0,0,0,1206,0,0,1206,21,1185,781,404
"mazowieckie","siedlecki","gm. Wodynie","142612",3700,3102,1070,2032,1,22,0,0,0,0,0,0,0,2032,0,0,2032,17,2015,1621,394
"mazowieckie","siedlecki","gm. Skórzec","142609",5958,5100,1730,3370,6,23,1,0,0,0,0,0,0,3370,0,0,3370,32,3338,2676,662
"mazowieckie","sierpecki","gm. Rościszewo","142704",3433,2899,1157,1742,1,17,0,0,0,0,0,0,0,1742,0,0,1742,15,1727,1341,386
"mazowieckie","sierpecki","gm. Sierpc","142705",5541,4704,2115,2589,0,17,0,0,0,0,0,0,0,2589,0,0,2589,23,2566,1758,808
"mazowieckie","sierpecki","gm. Szczutowo","142706",3558,3062,1471,1591,3,29,0,0,0,0,0,0,0,1591,0,0,1591,9,1582,1113,469
"mazowieckie","sierpecki","gm. Gozdowo","142702",4746,4103,1877,2226,6,20,0,0,0,0,0,0,0,2226,0,0,2226,28,2198,1552,646
"mazowieckie","sierpecki","gm. Mochowo","142703",4889,4105,1864,2241,2,12,0,0,0,0,0,0,0,2241,0,0,2241,21,2220,1620,600
"mazowieckie","sierpecki","gm. Zawidz","142707",5480,4701,1934,2767,13,18,0,0,0,0,0,0,0,2767,0,0,2767,31,2736,1855,881
"mazowieckie","sierpecki","m. Sierpc","142701",14900,12982,5114,7868,4,74,5,5,0,0,0,0,5,7873,5,0,7873,81,7792,4391,3401
"mazowieckie","sochaczewski","gm. Nowa Sucha","142805",5165,4407,1549,2858,2,28,6,6,2,0,0,0,4,2862,4,0,2862,35,2827,1906,921
"mazowieckie","sochaczewski","gm. Rybno","142806",2770,2503,1004,1499,0,6,0,0,0,0,0,0,0,1499,0,0,1499,18,1481,1099,382
"mazowieckie","sochaczewski","m. Sochaczew","142801",29917,25346,8664,16682,6,112,19,19,0,0,0,0,19,16701,19,1,16700,230,16470,8490,7980
"mazowieckie","sochaczewski","gm. Iłów","142803",4958,4305,1560,2745,0,30,0,0,0,0,0,0,0,2745,0,0,2745,28,2717,2014,703
"mazowieckie","sochaczewski","gm. Brochów","142802",3558,2991,1160,1831,2,41,0,0,0,0,0,0,0,1831,0,0,1831,19,1812,1218,594
"mazowieckie","sochaczewski","gm. Teresin","142808",8997,7723,2378,5345,10,103,6,6,0,0,0,0,6,5351,6,0,5351,62,5289,3344,1945
"mazowieckie","sochaczewski","gm. Sochaczew","142807",7987,6808,2395,4413,4,16,1,1,0,0,0,0,1,4414,1,0,4414,68,4346,2776,1570
"mazowieckie","sochaczewski","gm. Młodzieszyn","142804",4487,3869,1622,2247,0,18,1,1,0,0,0,0,1,2248,1,0,2248,31,2217,1622,595
"mazowieckie","sokołowski","gm. Sokołów Podlaski","142908",4948,4420,1569,2851,2,12,1,1,0,0,0,0,1,2853,1,1,2852,41,2811,2125,686
"mazowieckie","sokołowski","gm. Sterdyń","142909",3572,3098,1124,1974,0,44,1,1,0,0,0,0,1,1974,1,0,1974,13,1961,1386,575
"mazowieckie","sokołowski","gm. Ceranów","142903",1971,1702,590,1112,0,23,0,0,0,0,0,0,0,1111,0,0,1111,8,1103,870,233
"mazowieckie","sokołowski","gm. Repki","142906",4542,3940,1299,2641,0,27,0,0,0,0,0,0,0,2641,0,0,2641,13,2628,1989,639
"mazowieckie","sokołowski","gm. Bielany","142902",3024,2502,601,1901,0,10,0,0,0,0,0,0,0,1901,0,0,1901,16,1885,1624,261
"mazowieckie","sokołowski","gm. Jabłonna Lacka","142904",3960,3405,1138,2267,3,43,0,0,0,0,0,0,0,2267,0,0,2267,32,2235,1718,517
"mazowieckie","sokołowski","gm. Sabnie","142907",3197,2796,947,1849,1,17,0,0,0,0,0,0,0,1849,0,0,1849,14,1835,1306,529
"mazowieckie","sokołowski","m. Sokołów Podlaski","142901",15253,12945,3727,9218,11,93,0,0,0,0,0,0,0,9218,0,0,9218,131,9087,5679,3408
"mazowieckie","sokołowski","gm. Kosów Lacki","142905",5231,4507,1547,2960,0,26,1,1,0,0,0,0,1,2961,1,0,2961,23,2938,2164,774
"mazowieckie","szydłowiecki","gm. Orońsko","143004",4662,4000,1446,2554,2,17,0,0,0,0,0,0,0,2554,0,0,2554,22,2532,1854,678
"mazowieckie","szydłowiecki","gm. Szydłowiec","143005",15166,13208,5049,8159,7,81,3,3,0,0,0,0,3,8162,3,0,8162,124,8038,5542,2496
"mazowieckie","szydłowiecki","gm. Chlewiska","143001",5200,4500,2122,2378,1,41,0,0,0,0,0,0,0,2378,0,0,2378,51,2327,1777,550
"mazowieckie","szydłowiecki","gm. Mirów","143003",3019,2603,966,1637,2,1,1,1,0,0,0,0,1,1638,1,0,1638,18,1620,1362,258
"mazowieckie","szydłowiecki","gm. Jastrząb","143002",4178,3600,1441,2159,7,11,0,0,0,0,0,0,0,2159,0,0,2159,36,2123,1653,470
"mazowieckie","warszawski zachodni","gm. Leszno","143204",7674,6605,1970,4635,1,78,6,6,0,0,0,0,6,4641,6,1,4640,60,4580,2302,2278
"mazowieckie","warszawski zachodni","gm. Błonie","143201",16528,14214,4086,10128,2,132,1,1,0,0,0,0,1,10125,1,0,10125,133,9992,5179,4813
"mazowieckie","warszawski zachodni","gm. Ożarów Mazowiecki","143206",17607,14931,3752,11179,1,172,10,10,0,0,0,0,10,11189,10,1,11188,162,11026,5918,5108
"mazowieckie","warszawski zachodni","gm. Izabelin","143202",8198,6895,1065,5830,3,154,17,17,0,0,0,0,17,5847,17,0,5847,78,5769,2824,2945
"mazowieckie","warszawski zachodni","gm. Kampinos","143203",3491,3000,865,2135,2,40,0,0,0,0,0,0,0,2135,0,0,2135,32,2103,1266,837
"mazowieckie","warszawski zachodni","gm. Łomianki","143205",18932,16500,2955,13545,3,304,27,27,0,0,0,0,27,13570,27,0,13570,166,13404,5875,7529
"mazowieckie","warszawski zachodni","gm. Stare Babice","143207",13298,11299,2365,8934,3,140,9,9,0,0,0,0,9,8943,9,0,8943,96,8847,4181,4666
"mazowieckie","węgrowski","gm. Stoczek","143308",4189,3719,1415,2304,1,36,0,0,0,0,0,0,0,2304,0,0,2304,19,2285,1664,621
"mazowieckie","węgrowski","gm. Korytnica","143303",5214,4409,1449,2960,4,34,0,0,0,0,0,0,0,2960,0,0,2960,30,2930,2268,662
"mazowieckie","węgrowski","gm. Grębków","143302",3637,3101,1213,1888,3,34,0,0,0,0,0,0,0,1888,0,0,1888,23,1865,1405,460
"mazowieckie","węgrowski","m. Węgrów","143301",10383,9091,2931,6160,8,58,7,7,0,0,0,0,7,6166,7,1,6165,77,6088,3274,2814
"mazowieckie","węgrowski","gm. Liw","143304",6140,5203,1705,3498,0,53,1,1,0,0,0,0,1,3499,1,0,3499,36,3463,2331,1132
"mazowieckie","węgrowski","gm. Wierzbno","143309",2423,1999,682,1317,0,17,0,0,0,0,0,0,0,1317,0,0,1317,19,1298,955,343
"mazowieckie","węgrowski","gm. Sadowne","143307",4966,4199,1469,2730,0,52,0,0,0,0,0,0,0,2730,0,0,2730,29,2701,1906,795
"mazowieckie","węgrowski","gm. Łochów","143305",14274,12258,4046,8212,4,193,8,7,0,0,0,0,7,8219,7,0,8219,108,8111,5741,2370
"mazowieckie","węgrowski","gm. Miedzna","143306",3350,2803,795,2008,1,26,0,0,0,0,0,0,0,2008,0,0,2008,22,1986,1470,516
"mazowieckie","wołomiński","m. Ząbki","143403",23288,19770,4150,15620,7,233,12,9,0,0,0,0,9,15629,9,0,15629,245,15384,8235,7149
"mazowieckie","wołomiński","gm. Strachówka","143410",2389,2100,863,1237,1,8,0,0,0,0,0,0,0,1237,0,0,1237,22,1215,842,373
"mazowieckie","wołomiński","gm. Wołomin","143412",40151,34006,8506,25500,9,198,7,7,0,0,0,0,7,25507,7,3,25504,376,25128,14660,10468
"mazowieckie","wołomiński","gm. Tłuszcz","143411",15271,13301,4305,8996,0,60,2,2,0,0,0,0,2,8998,2,1,8997,119,8878,6158,2720
"mazowieckie","wołomiński","gm. Dąbrówka","143405",6076,5132,1264,3868,1,96,0,0,0,0,0,0,0,3868,0,0,3868,39,3829,2975,854
"mazowieckie","wołomiński","m. Kobyłka","143401",16366,13694,2797,10896,5,169,8,8,0,0,0,0,8,10904,8,1,10903,146,10757,6228,4529
"mazowieckie","wołomiński","gm. Klembów","143407",7422,6345,1869,4476,2,32,0,0,0,0,0,0,0,4476,0,0,4476,72,4404,3059,1345
"mazowieckie","wołomiński","gm. Poświętne","143408",4814,4100,1286,2814,0,11,0,0,0,0,0,0,0,2814,0,0,2814,36,2778,2246,532
"mazowieckie","wołomiński","m. Marki","143402",21693,18408,4989,13419,9,256,11,11,1,0,0,0,10,13427,10,1,13426,180,13246,7208,6038
"mazowieckie","wołomiński","m. Zielonka","143404",13499,11569,2385,9184,2,146,2,2,0,0,0,0,2,9185,2,0,9185,143,9042,4844,4198
"mazowieckie","wołomiński","gm. Radzymin","143409",18772,15900,4092,11808,7,170,5,5,0,0,0,0,5,11812,5,2,11810,143,11667,7691,3976
"mazowieckie","wołomiński","gm. Jadów","143406",6300,5400,1981,3419,0,119,0,0,0,0,0,0,0,3419,0,0,3419,38,3381,2123,1258
"mazowieckie","wyszkowski","gm. Wyszków","143505",30786,26502,8190,18309,15,278,4,3,0,0,0,0,3,18314,3,1,18313,231,18082,11274,6808
"mazowieckie","wyszkowski","gm. Długosiodło","143502",6173,5301,2023,3278,2,46,0,0,0,0,0,0,0,3278,0,0,3278,36,3242,2256,986
"mazowieckie","wyszkowski","gm. Somianka","143504",4673,4015,1272,2743,2,91,1,1,0,0,0,0,1,2744,1,0,2744,59,2685,1769,916
"mazowieckie","wyszkowski","gm. Rząśnik","143503",5490,4504,1105,3399,1,70,0,0,0,0,0,0,0,3399,0,0,3399,36,3363,2644,719
"mazowieckie","wyszkowski","gm. Zabrodzie","143506",4625,3987,1337,2650,0,62,0,0,0,0,0,0,0,2649,0,0,2649,34,2615,1929,686
"mazowieckie","wyszkowski","gm. Brańszczyk","143501",6774,5716,1919,3797,2,81,2,2,1,0,0,0,1,3797,1,0,3797,23,3774,2614,1160
"mazowieckie","zwoleński","gm. Przyłęk","143603",5075,4303,1794,2509,2,25,0,0,0,0,0,0,0,2509,0,0,2509,22,2487,1947,540
"mazowieckie","zwoleński","gm. Kazanów","143601",3681,3246,1231,2015,1,15,0,0,0,0,0,0,0,2015,0,0,2015,26,1989,1503,486
"mazowieckie","zwoleński","gm. Zwoleń","143605",12329,10724,3906,6818,6,83,0,0,0,0,0,0,0,6816,0,0,6816,111,6705,4761,1944
"mazowieckie","zwoleński","gm. Policzna","143602",4874,4099,1721,2378,1,25,0,0,0,0,0,0,0,2377,0,0,2377,31,2346,1788,558
"mazowieckie","zwoleński","gm. Tczów","143604",3811,3196,1165,2031,0,19,0,0,0,0,0,0,0,2030,0,0,2030,13,2017,1645,372
"mazowieckie","żuromiński","gm. Lutocin","143704",3635,3111,1379,1732,0,13,1,1,0,0,0,0,1,1733,1,0,1733,13,1720,1270,450
"mazowieckie","żuromiński","gm. Lubowidz","143703",5732,4965,2215,2750,0,33,0,0,0,0,0,0,0,2750,0,0,2750,31,2719,1681,1038
"mazowieckie","żuromiński","gm. Siemiątkowo","143705",2865,2505,1213,1292,3,8,0,0,0,0,0,0,0,1292,0,0,1292,16,1276,964,312
"mazowieckie","żuromiński","gm. Żuromin","143706",11960,10338,4257,6081,5,51,2,2,0,0,0,0,2,6083,2,0,6083,71,6012,3232,2780
"mazowieckie","żuromiński","gm. Kuczbork-Osada","143702",3933,3406,1599,1807,0,16,0,0,0,0,0,0,0,1807,0,0,1807,20,1787,1022,765
"mazowieckie","żuromiński","gm. Bieżuń","143701",4151,3605,1637,1968,3,11,1,1,0,0,0,0,1,1969,1,0,1969,25,1944,1320,624
"mazowieckie","żyrardowski","gm. Puszcza Mariańska","143803",6877,5822,2056,3766,0,48,1,1,0,0,0,0,1,3766,1,0,3766,62,3704,2179,1525
"mazowieckie","żyrardowski","gm. Mszczonów","143802",9106,7808,2688,5120,3,47,0,0,0,0,0,0,0,5120,0,0,5120,65,5055,3214,1841
"mazowieckie","żyrardowski","gm. Wiskitki","143805",7828,6802,2550,4252,2,20,1,1,0,0,0,0,1,4253,1,0,4253,63,4190,2849,1341
"mazowieckie","żyrardowski","m. Żyrardów","143801",31632,27068,8422,18646,4,133,10,10,0,0,0,0,10,18655,10,0,18655,266,18389,8842,9547
"mazowieckie","żyrardowski","gm. Radziejowice","143804",4357,3762,1143,2619,1,50,0,0,0,0,0,0,0,2619,0,0,2619,42,2577,1425,1152
"mazowieckie","m. Ostrołęka","m. Ostrołęka","146101",41639,35180,11391,23788,13,230,12,12,0,0,0,0,12,23798,12,0,23798,331,23467,14096,9371
"mazowieckie","m. Płock","m. Płock","146201",98157,84940,28206,56732,14,434,26,25,0,0,1,0,24,56740,24,2,56738,799,55939,29128,26811
"mazowieckie","m. Radom","m. Radom","146301",169861,148255,47755,100500,33,754,51,49,2,0,0,0,47,100524,47,3,100521,1471,99050,54225,44825
"mazowieckie","m. Siedlce","m. Siedlce","146401",61223,52457,15299,37158,19,384,14,10,1,0,0,0,9,37165,9,0,37165,575,36590,21357,15233
"mazowieckie","m. Warszawa","Białołęka","146503",77961,66295,11601,54692,4,1443,65,56,5,0,0,0,51,54744,51,9,54735,939,53796,21088,32708
"mazowieckie","m. Warszawa","Wawer","146514",56415,48670,8651,40013,14,775,97,84,2,0,0,0,82,40096,82,16,40080,518,39562,18099,21463
"mazowieckie","m. Warszawa","Bemowo","146502",92421,78982,13476,65504,7,1553,84,83,2,0,0,0,81,65572,81,16,65556,1094,64462,24001,40461
"mazowieckie","m. Warszawa","Wilanów","146516",21916,18958,2227,16730,5,625,47,46,1,0,0,0,45,16772,45,2,16770,227,16543,5078,11465
"mazowieckie","m. Warszawa","Bielany","146504",105604,89555,16910,72634,20,1695,122,103,5,0,0,0,98,72726,98,14,72712,1200,71512,31196,40316
"mazowieckie","m. Warszawa","Wola","146518",111025,92884,21683,71199,37,2009,94,85,8,0,0,1,76,71266,76,1,71265,1240,70025,30278,39747
"mazowieckie","m. Warszawa","Wesoła","146515",17631,14841,1882,12959,6,263,18,17,0,0,0,0,17,12975,17,3,12972,223,12749,5557,7192
"mazowieckie","m. Warszawa","Żoliborz","146519",39986,33089,4636,28450,35,1029,77,70,5,0,0,1,64,28504,64,4,28500,481,28019,10826,17193
"mazowieckie","m. Warszawa","Włochy","146517",30602,26048,5008,21036,3,572,24,23,0,0,0,0,23,21063,23,1,21062,351,20711,8861,11850
"mazowieckie","m. Warszawa","Praga-Północ","146508",52335,44201,13301,30896,10,647,32,29,1,0,0,0,28,30920,28,4,30916,530,30386,14740,15646
"mazowieckie","m. Warszawa","Rembertów","146509",18085,15299,3080,12218,9,265,5,5,0,0,0,0,5,12221,5,0,12221,250,11971,5325,6646
"mazowieckie","m. Warszawa","Śródmieście","146510",95970,80524,16174,64350,79,3204,130,121,4,0,0,0,117,64460,116,24,64436,1072,63364,25225,38139
"mazowieckie","m. Warszawa","Targówek","146511",97191,83683,20195,63487,27,1093,60,55,1,0,0,0,54,63519,54,24,63495,878,62617,29390,33227
"mazowieckie","m. Warszawa","Ursus","146512",42300,35039,6221,28818,4,626,35,34,0,0,0,0,34,28844,34,16,28828,458,28370,12968,15402
"mazowieckie","m. Warszawa","Ursynów","146513",114169,97866,13256,84606,30,2472,178,154,4,0,0,0,151,84739,151,21,84718,1533,83185,28409,54776
"mazowieckie","m. Warszawa","Mokotów","146505",176469,150196,29150,121039,78,3618,224,202,4,1,0,0,197,121184,197,36,121148,2092,119056,43381,75675
"mazowieckie","m. Warszawa","Ochota","146506",67337,56279,10785,45492,28,1479,117,104,0,0,0,0,104,45590,104,4,45586,747,44839,17599,27240
"mazowieckie","m. Warszawa","Praga-Południe","146507",143095,122800,25702,97097,47,2180,162,147,5,0,0,0,142,97236,142,12,97224,1613,95611,39843,55768
"mazowieckie","NA","Zagranica","149901",257062,245237,112857,132380,0,6959,44248,29271,1070,8,26,21,28360,160721,28379,70,160651,2244,158407,88607,69800
"opolskie","brzeski ","gm. Grodków","160103",15561,13485,6409,7076,5,75,1,1,0,0,0,0,1,7076,1,0,7076,81,6995,3545,3450
"opolskie","brzeski ","gm. Skarbimierz","160102",5920,5078,1946,3132,0,22,1,1,0,0,0,0,1,3133,1,0,3133,41,3092,1705,1387
"opolskie","brzeski ","gm. Lubsza","160105",7205,6100,2564,3536,1,39,2,1,0,0,0,0,1,3537,1,0,3537,56,3481,1945,1536
"opolskie","brzeski ","m. Brzeg","160101",29385,25490,10286,15204,11,120,16,16,0,0,0,0,16,15219,16,0,15219,246,14973,7273,7700
"opolskie","brzeski ","gm. Lewin Brzeski","160104",10470,9088,4232,4856,4,36,1,1,0,0,0,0,1,4857,1,1,4856,85,4771,2564,2207
"opolskie","brzeski ","gm. Olszanka","160106",3988,3404,1333,2071,1,12,1,0,0,0,0,0,0,2071,0,0,2071,27,2044,1284,760
"opolskie","głubczycki","gm. Baborów","160201",5088,4304,2135,2169,1,10,0,0,0,0,0,0,0,2169,0,0,2169,29,2140,1172,968
"opolskie","głubczycki","gm. Branice","160202",5838,5325,2728,2597,5,30,3,3,0,0,0,0,3,2600,3,0,2600,44,2556,1443,1113
"opolskie","głubczycki","gm. Głubczyce","160203",18577,15968,6639,9329,4,102,0,0,0,0,0,0,0,9329,0,1,9328,116,9212,5236,3976
"opolskie","głubczycki","gm. Kietrz","160204",9043,7939,3455,4484,3,43,11,11,1,0,0,0,10,4494,10,0,4494,58,4436,2426,2010
"opolskie","kędzierzyńsko-kozielski","gm. Cisek","160303",4662,4097,2312,1785,0,8,2,2,0,0,0,0,2,1787,2,0,1787,26,1761,557,1204
"opolskie","kędzierzyńsko-kozielski","gm. Polska Cerekiew","160305",3557,3101,1607,1494,0,6,2,2,0,0,0,0,2,1496,2,0,1496,18,1478,420,1058
"opolskie","kędzierzyńsko-kozielski","gm. Pawłowiczki","160304",6379,5445,2913,2532,1,16,0,0,0,0,0,0,0,2532,0,0,2532,37,2495,953,1542
"opolskie","kędzierzyńsko-kozielski","m. Kędzierzyn-Koźle","160301",49074,43061,18260,24801,3,197,15,13,0,0,0,0,13,24811,13,1,24810,483,24327,9196,15131
"opolskie","kędzierzyńsko-kozielski","gm. Bierawa","160302",6231,5390,2801,2589,1,17,1,0,0,0,0,0,0,2589,0,0,2589,51,2538,948,1590
"opolskie","kędzierzyńsko-kozielski","gm. Reńska Wieś","160306",6738,5790,3253,2537,1,19,0,0,0,0,0,0,0,2537,0,0,2537,28,2509,897,1612
"opolskie","kluczborski","gm. Byczyna","160401",7507,6504,2959,3545,2,33,1,0,0,0,0,0,0,3544,0,0,3544,48,3496,1705,1791
"opolskie","kluczborski","gm. Kluczbork","160402",30142,26463,11838,14625,12,129,4,3,0,0,0,0,3,14628,3,0,14628,227,14401,6127,8274
"opolskie","kluczborski","gm. Wołczyn","160404",11017,9400,4228,5172,4,29,1,1,0,0,0,0,1,5172,1,0,5172,60,5112,2721,2391
"opolskie","kluczborski","gm. Lasowice Wielkie","160403",5813,5000,2981,2019,0,19,0,0,0,0,0,0,0,2019,0,0,2019,25,1994,621,1373
"opolskie","krapkowicki","gm. Strzeleczki","160503",6237,5401,3024,2377,1,63,2,2,0,0,0,0,2,2379,2,0,2379,28,2351,722,1629
"opolskie","krapkowicki","gm. Zdzieszowice","160505",12473,10906,5539,5367,2,82,0,0,0,0,0,0,0,5365,0,0,5365,116,5249,1902,3347
"opolskie","krapkowicki","gm. Gogolin","160501",10165,8739,4873,3866,0,64,2,2,0,0,0,0,2,3867,2,0,3867,50,3817,1253,2564
"opolskie","krapkowicki","gm. Walce","160504",4663,3902,2307,1595,0,6,1,1,0,0,0,0,1,1596,1,0,1596,28,1568,415,1153
"opolskie","krapkowicki","gm. Krapkowice","160502",18887,16210,7894,8316,0,66,5,5,0,0,0,0,5,8321,5,0,8321,155,8166,2823,5343
"opolskie","namysłowski","gm. Pokój","160603",4326,3606,1755,1851,2,25,0,0,0,0,0,0,0,1851,0,0,1851,30,1821,667,1154
"opolskie","namysłowski","gm. Namysłów","160602",20749,18208,7199,11009,8,98,3,3,0,0,0,0,3,11012,3,0,11012,153,10859,5262,5597
"opolskie","namysłowski","gm. Domaszowice","160601",2982,2602,918,1684,0,4,0,0,0,0,0,0,0,1684,0,0,1684,23,1661,862,799
"opolskie","namysłowski","gm. Świerczów","160604",2872,2499,1054,1445,0,10,1,1,0,0,0,0,1,1446,1,0,1446,15,1431,660,771
"opolskie","namysłowski","gm. Wilków","160605",3593,3199,1500,1699,0,9,0,0,0,0,0,0,0,1699,0,0,1699,28,1671,793,878
"opolskie","nyski","gm. Pakosławice","160708",3022,2600,1096,1504,0,11,0,0,0,0,0,0,0,1504,0,0,1504,21,1483,858,625
"opolskie","nyski","gm. Skoroszyce","160709",5082,4502,2291,2211,2,13,1,1,0,0,0,0,1,2212,1,0,2212,41,2171,1286,885
"opolskie","nyski","gm. Paczków","160707",10577,9173,4121,5052,2,59,0,0,0,0,0,0,0,5051,0,0,5051,66,4985,2682,2303
"opolskie","nyski","gm. Korfantów","160703",7748,6624,3517,3107,0,33,3,2,0,0,0,0,2,3109,2,0,3109,55,3054,1664,1390
"opolskie","nyski","gm. Łambinowice","160704",6137,5286,2571,2715,1,29,4,3,0,0,0,0,3,2718,3,0,2718,42,2676,1378,1298
"opolskie","nyski","gm. Nysa","160705",47681,41689,17822,23868,10,321,24,19,2,0,0,0,17,23882,17,0,23882,318,23564,11072,12492
"opolskie","nyski","gm. Głuchołazy","160701",20767,18194,8692,9502,4,145,13,13,0,0,0,0,13,9515,13,0,9515,170,9345,4558,4787
"opolskie","nyski","gm. Otmuchów","160706",11311,9695,4168,5527,2,47,1,1,0,0,0,0,1,5527,1,0,5527,100,5427,3044,2383
"opolskie","nyski","gm. Kamiennik","160702",2908,2600,1280,1320,0,14,0,0,0,0,0,0,0,1320,0,0,1320,15,1305,786,519
"opolskie","oleski","gm. Zębowice","160807",3045,2600,1476,1124,2,2,0,0,0,0,0,0,0,1124,0,0,1124,19,1105,509,596
"opolskie","oleski","gm. Dobrodzień","160801",8124,6999,3922,3077,0,36,0,0,0,0,0,0,0,3077,0,0,3077,74,3003,1071,1932
"opolskie","oleski","gm. Gorzów Śląski","160802",5994,5096,2689,2407,0,16,7,7,0,0,0,0,7,2414,7,0,2414,38,2376,1043,1333
"opolskie","oleski","gm. Praszka","160804",11244,9692,3471,6221,4,70,1,1,0,0,0,0,1,6222,1,1,6221,120,6101,3121,2980
"opolskie","oleski","gm. Radłów","160805",3542,3000,1738,1262,0,6,0,0,0,0,0,0,0,1262,0,0,1262,15,1247,449,798
"opolskie","oleski","gm. Olesno","160803",14819,12835,6422,6413,3,76,1,1,0,0,0,0,1,6414,1,0,6414,112,6302,2278,4024
"opolskie","oleski","gm. Rudniki","160806",6815,5903,2417,3486,0,47,0,0,0,0,0,0,0,3486,0,0,3486,63,3423,1874,1549
"opolskie","opolski ","gm. Komprachcice","160904",9015,7798,3724,4074,0,40,3,3,0,0,0,0,3,4077,3,0,4077,49,4028,1215,2813
"opolskie","opolski ","gm. Ozimek","160908",16597,14205,7422,6783,9,82,0,0,0,0,0,0,0,6782,0,0,6782,93,6689,2383,4306
"opolskie","opolski ","gm. Tułowice","160912",4257,3700,1537,2163,3,23,0,0,0,0,0,0,0,2163,0,1,2162,27,2135,985,1150
"opolskie","opolski ","gm. Tarnów Opolski","160911",7774,6500,3332,3168,0,20,2,2,0,0,0,0,2,3169,2,0,3169,46,3123,1053,2070
"opolskie","opolski ","gm. Dobrzeń Wielki","160903",11881,10197,4985,5212,2,36,2,2,0,0,0,0,2,5212,2,0,5212,93,5119,1607,3512
"opolskie","opolski ","gm. Dąbrowa","160902",7771,6592,2921,3671,2,25,1,1,0,0,0,0,1,3672,1,0,3672,97,3575,1285,2290
"opolskie","opolski ","gm. Prószków","160910",7875,6780,3442,3338,0,10,2,2,0,0,0,0,2,3340,2,0,3340,61,3279,1013,2266
"opolskie","opolski ","gm. Niemodlin","160907",10571,9215,4284,4931,2,57,0,0,0,0,0,0,0,4931,0,0,4931,64,4867,2421,2446
"opolskie","opolski ","gm. Łubniany","160905",7855,6700,3458,3242,0,25,5,5,0,0,0,0,5,3247,5,0,3247,45,3202,785,2417
"opolskie","opolski ","gm. Murów","160906",4631,3903,2214,1689,0,15,1,1,0,0,0,0,1,1690,1,0,1690,35,1655,440,1215
"opolskie","opolski ","gm. Turawa","160913",8030,6898,3657,3241,2,43,0,0,0,0,0,0,0,3241,0,0,3241,50,3191,936,2255
"opolskie","opolski ","gm. Chrząstowice","160901",5493,4799,2456,2343,0,14,2,2,0,0,0,0,2,2345,2,0,2345,31,2314,656,1658
"opolskie","opolski ","gm. Popielów","160909",6644,5803,3152,2651,0,16,0,0,0,0,0,0,0,2651,0,0,2651,41,2610,921,1689
"opolskie","prudnicki","gm. Biała","161001",8974,7716,4243,3474,2,28,0,0,0,0,0,0,0,3473,0,0,3473,46,3427,1086,2341
"opolskie","prudnicki","gm. Prudnik","161004",22259,19665,8359,11305,12,133,4,4,0,0,0,0,4,11310,4,0,11310,157,11153,6193,4960
"opolskie","prudnicki","gm. Lubrza","161003",3508,3116,1287,1829,0,7,0,0,0,0,0,0,0,1829,0,0,1829,27,1802,999,803
"opolskie","prudnicki","gm. Głogówek","161002",10941,9213,4611,4602,1,34,0,0,0,0,0,0,0,4602,0,0,4602,46,4556,1778,2778
"opolskie","strzelecki","gm. Izbicko","161101",4435,3701,1878,1823,0,13,0,0,0,0,0,0,0,1823,0,0,1823,30,1793,530,1263
"opolskie","strzelecki","gm. Ujazd","161106",5118,4202,2050,2152,0,13,1,0,0,0,0,0,0,2152,0,0,2152,47,2105,852,1253
"opolskie","strzelecki","gm. Jemielnica","161102",5961,5099,2983,2116,0,11,0,0,0,0,0,0,0,2116,0,0,2116,50,2066,874,1192
"opolskie","strzelecki","gm. Leśnica","161104",6451,5669,3006,2663,0,28,0,0,0,0,0,0,0,2663,0,0,2663,35,2628,1016,1612
"opolskie","strzelecki","gm. Strzelce Opolskie","161105",26341,22988,10937,12051,2,92,1,1,0,0,0,0,1,12051,1,0,12051,165,11886,4060,7826
"opolskie","strzelecki","gm. Zawadzkie","161107",9757,8410,4589,3821,1,34,0,0,0,0,0,0,0,3821,0,0,3821,63,3758,1904,1854
"opolskie","strzelecki","gm. Kolonowskie","161103",4983,4200,2375,1825,0,7,1,1,0,0,0,0,1,1826,1,0,1826,35,1791,659,1132
"opolskie","m. Opole","m. Opole","166101",95232,84578,29441,55134,31,938,60,55,0,0,0,1,54,55183,54,2,55181,990,54191,18124,36067
