"Województwo","Powiat","Gmina","Teryt","Liczba.wyborców.uprawnionych.do.głosowania","Komisja.otrzymała.kart.do.głosowania","Nie.wykorzystano.kart.do.głosowania","Liczba.wyborców..którym.wydano.karty.do.głosowania","Liczba.wyborców.głosujących.przez.pełnomocnika","Liczba.wyborców.głosujących.na.podstawie.zaświadczenia","Liczba.wyborców..którym.wysłano.pakiety.wyborcze","Liczba.otrzymanych.kopert.zwrotnych","w.których.nie.było.oświadczenia","w.których.oświadczenie.nie.było.podpisane","w.których.nie.było.koperty.na.kartę.do.głosowania","w.których.znajdowała.się.niezaklejona.koperta","Liczba.kopert.na.kartę.do.głosowania.wrzuconych.do.urny","Liczba.kart.wyjętych.z.urny","w.tym.liczba.kart.wyjętych.z.kopert","Liczba.kart.nieważnych","Liczba.kart.ważnych","Liczba.głosów.nieważnych","Liczba.głosów.ważnych","Andrzej.Sebastian.DUDA","Bronisław.Maria.KOMOROWSKI"
"dolnośląskie","bolesławiecki","gm. Nowogrodziec","020104",11930,10270,5220,5050,1,30,1,0,0,0,0,0,0,5050,0,0,5050,75,4975,2775,2200
"dolnośląskie","bolesławiecki","m. Bolesławiec","020101",31458,27237,10700,16537,9,172,12,10,0,0,0,0,10,16544,10,0,16544,264,16280,6780,9500
"dolnośląskie","bolesławiecki","gm. Warta Bolesławiecka","020106",6691,5698,2760,2938,3,38,0,0,0,0,0,0,0,2938,0,0,2938,47,2891,1478,1413
"dolnośląskie","bolesławiecki","gm. Osiecznica","020105",5445,4700,2239,2461,1,28,0,0,0,0,0,0,0,2461,0,0,2461,35,2426,1063,1363
"dolnośląskie","bolesławiecki","gm. Bolesławiec","020102",10950,9399,3947,5452,0,65,1,1,0,0,0,0,1,5453,1,0,5453,67,5386,2669,2717
"dolnośląskie","bolesławiecki","gm. Gromadka","020103",4514,3900,1655,2245,2,18,1,1,0,0,0,0,1,2246,1,0,2246,25,2221,1285,936
"dolnośląskie","dzierżoniowski","m. Bielawa","020201",25081,21943,9745,12200,9,101,6,5,1,0,0,0,4,12204,4,1,12203,160,12043,5257,6786
"dolnośląskie","dzierżoniowski","gm. Dzierżoniów","020205",7687,6629,2880,3749,0,20,3,3,0,0,0,0,3,3752,3,0,3752,53,3699,1852,1847
"dolnośląskie","dzierżoniowski","gm. Niemcza","020207",4748,4100,1883,2217,5,58,0,0,0,0,0,0,0,2217,0,0,2217,20,2197,1016,1181
"dolnośląskie","dzierżoniowski","m. Piława Górna","020204",5255,4605,2167,2438,8,12,2,2,0,0,0,0,2,2440,2,0,2440,32,2408,1191,1217
"dolnośląskie","dzierżoniowski","gm. Łagiewniki","020206",6075,5204,2201,3003,0,39,0,0,0,0,0,0,0,3003,0,0,3003,32,2971,1659,1312
"dolnośląskie","dzierżoniowski","m. Pieszyce","020203",7706,6711,3147,3564,5,39,0,0,0,0,0,0,0,3563,0,0,3563,48,3515,1696,1819
"dolnośląskie","dzierżoniowski","m. Dzierżoniów","020202",27690,23866,9353,14513,9,86,1,1,0,0,0,0,1,14513,1,0,14513,178,14335,5952,8383
"dolnośląskie","głogowski","m. Głogów","020301",53947,46880,17101,29780,5,327,27,23,0,0,0,1,22,29797,22,1,29796,394,29402,15134,14268
"dolnośląskie","głogowski","gm. Głogów","020302",5152,4407,1529,2878,2,19,1,0,0,0,0,0,0,2878,0,0,2878,50,2828,1608,1220
"dolnośląskie","głogowski","gm. Pęcław","020305",1783,1500,652,848,0,7,0,0,0,0,0,0,0,848,0,0,848,12,836,545,291
"dolnośląskie","głogowski","gm. Jerzmanowa","020303",3521,3004,936,2068,1,15,2,2,0,0,0,0,2,2070,2,0,2070,25,2045,1150,895
"dolnośląskie","głogowski","gm. Kotla","020304",3375,3005,1423,1582,2,24,0,0,0,0,0,0,0,1582,0,0,1582,24,1558,900,658
"dolnośląskie","głogowski","gm. Żukowice","020306",2784,2403,1097,1306,1,7,2,2,0,0,0,0,2,1308,2,0,1308,17,1291,716,575
"dolnośląskie","górowski","gm. Jemielno","020402",2496,2198,1216,982,1,5,0,0,0,0,0,0,0,982,0,0,982,11,971,535,436
"dolnośląskie","górowski","gm. Niechlów","020403",3950,3502,1856,1646,0,15,0,0,0,0,0,0,0,1646,0,0,1646,26,1620,890,730
"dolnośląskie","górowski","gm. Góra","020401",16163,13998,6589,7409,2,64,0,0,0,0,0,0,0,7409,0,4,7405,106,7299,3494,3805
"dolnośląskie","górowski","gm. Wąsosz","020404",5890,5005,2521,2484,1,26,5,4,0,0,0,0,4,2488,4,0,2488,47,2441,1248,1193
"dolnośląskie","jaworski","gm. Paszowice","020505",3206,2805,1301,1504,0,4,0,0,0,0,0,0,0,1504,0,0,1504,25,1479,751,728
"dolnośląskie","jaworski","gm. Bolków","020502",8665,7630,3758,3872,6,31,3,3,0,0,0,0,3,3875,3,0,3875,55,3820,1705,2115
"dolnośląskie","jaworski","gm. Mściwojów","020504",3279,2800,1219,1581,0,10,0,0,0,0,0,0,0,1581,0,0,1581,31,1550,747,803
"dolnośląskie","jaworski","gm. Wądroże Wielkie","020506",3265,2862,1408,1454,0,15,0,0,0,0,0,0,0,1454,0,0,1454,16,1438,690,748
"dolnośląskie","jaworski","gm. Męcinka","020503",3950,3402,1505,1897,0,11,0,0,0,0,0,0,0,1897,0,0,1897,13,1884,1075,809
"dolnośląskie","jaworski","m. Jawor","020501",19405,17179,7510,9667,4,88,9,7,0,0,0,0,7,9674,7,1,9673,149,9524,4821,4703
"dolnośląskie","jeleniogórski","gm. Podgórzyn","020608",6646,5762,2475,3287,5,85,1,1,0,0,0,0,1,3288,1,0,3288,45,3243,1055,2188
"dolnośląskie","jeleniogórski","gm. Mysłakowice","020607",8171,6888,2967,3921,2,115,0,0,0,0,0,0,0,3921,0,0,3921,61,3860,1499,2361
"dolnośląskie","jeleniogórski","gm. Janowice Wielkie","020605",3534,2993,1280,1713,2,25,0,0,0,0,0,0,0,1713,0,0,1713,21,1692,644,1048
"dolnośląskie","jeleniogórski","m. Szklarska Poręba","020604",5688,4719,1704,3015,0,382,0,0,0,0,0,0,0,3015,0,0,3015,58,2957,1046,1911
"dolnośląskie","jeleniogórski","m. Piechowice","020603",5245,4644,1988,2656,4,55,2,1,0,0,0,0,1,2657,1,0,2657,40,2617,1053,1564
"dolnośląskie","jeleniogórski","gm. Stara Kamienica","020609",4224,3598,1673,1925,2,54,2,2,0,0,0,0,2,1927,2,0,1927,27,1900,793,1107
"dolnośląskie","jeleniogórski","m. Kowary","020602",9100,7908,3562,4346,1,69,0,0,0,0,0,0,0,4345,0,0,4345,55,4290,1518,2772
"dolnośląskie","jeleniogórski","gm. Jeżów Sudecki","020606",5597,4797,1865,2932,0,45,1,1,0,0,0,0,1,2933,1,0,2933,47,2886,1006,1880
"dolnośląskie","jeleniogórski","m. Karpacz","020601",4735,3719,1246,2472,1,445,7,5,0,0,0,0,5,2477,5,1,2476,35,2441,730,1711
"dolnośląskie","kamiennogórski","gm. Kamienna Góra","020702",6996,6019,2569,3450,1,45,1,1,0,0,0,0,1,3451,1,0,3451,60,3391,1598,1793
"dolnośląskie","kamiennogórski","gm. Lubawka","020703",9149,7901,3319,4582,4,71,1,1,0,0,0,0,1,4582,1,0,4582,79,4503,1888,2615
"dolnośląskie","kamiennogórski","gm. Marciszów","020704",3732,3301,1621,1680,0,18,0,0,0,0,0,0,0,1680,0,0,1680,20,1660,764,896
"dolnośląskie","kamiennogórski","m. Kamienna Góra","020701",16495,14444,6462,7982,8,78,3,3,0,0,0,0,3,7985,3,0,7985,109,7876,3359,4517
"dolnośląskie","kłodzki","m. Kłodzko","020802",22820,19762,8214,11548,12,197,7,7,0,0,0,0,7,11554,7,0,11554,148,11406,4744,6662
"dolnośląskie","kłodzki","gm. Radków","020812",7525,6458,3022,3436,4,97,1,1,0,0,0,0,1,3437,1,0,3437,45,3392,1678,1714
"dolnośląskie","kłodzki","m. Polanica-Zdrój","020805",6241,4806,1355,3451,5,467,2,2,0,0,0,0,2,3453,2,0,3453,34,3419,1501,1918
"dolnośląskie","kłodzki","m. Duszniki-Zdrój","020801",4272,3698,1459,2239,0,250,2,2,0,0,0,0,2,2241,2,0,2241,27,2214,863,1351
"dolnośląskie","kłodzki","gm. Kłodzko","020807",13865,11904,5478,6426,4,61,0,0,0,0,0,0,0,6424,0,0,6424,70,6354,3356,2998
"dolnośląskie","kłodzki","m. Nowa Ruda","020804",18989,16773,8017,8756,13,104,11,9,0,0,0,0,9,8763,9,0,8763,101,8662,3513,5149
"dolnośląskie","kłodzki","gm. Międzylesie","020810",6007,5100,2390,2710,0,54,0,0,0,0,0,0,0,2710,0,0,2710,36,2674,1194,1480
"dolnośląskie","kłodzki","m. Kudowa-Zdrój","020803",8910,7100,2251,4849,2,555,0,0,0,0,0,0,0,4849,0,0,4849,60,4789,2076,2713
"dolnośląskie","kłodzki","gm. Stronie Śląskie","020813",6079,5338,2536,2802,1,95,3,3,2,0,0,0,1,2802,1,0,2802,45,2757,1074,1683
"dolnośląskie","kłodzki","gm. Lewin Kłodzki","020809",1626,1402,679,723,1,22,0,0,0,0,0,0,0,723,0,0,723,12,711,382,329
"dolnośląskie","kłodzki","gm. Lądek-Zdrój","020808",7391,6198,2519,3679,3,370,6,6,2,0,0,0,4,3681,4,0,3681,53,3628,1645,1983
"dolnośląskie","kłodzki","gm. Szczytna","020814",5910,5099,2536,2563,0,42,0,0,0,0,0,0,0,2563,0,0,2563,37,2526,1093,1433
"dolnośląskie","kłodzki","gm. Nowa Ruda","020811",9747,8571,4188,4383,3,48,0,0,0,0,0,0,0,4383,0,0,4383,54,4329,1910,2419
"dolnośląskie","kłodzki","gm. Bystrzyca Kłodzka","020806",15922,13964,6178,7786,4,178,1,1,0,0,0,0,1,7786,1,0,7786,96,7690,3914,3776
"dolnośląskie","legnicki","m. Chojnów","020901",11078,9590,4236,5354,4,47,1,1,0,0,0,0,1,5355,1,1,5354,95,5259,2571,2688
"dolnośląskie","legnicki","gm. Miłkowice","020906",5131,4502,1709,2793,1,29,1,1,0,0,0,0,1,2792,1,0,2792,33,2759,1357,1402
"dolnośląskie","legnicki","gm. Kunice","020904",4934,4204,1415,2789,0,29,1,1,1,0,0,0,0,2789,0,0,2789,58,2731,1292,1439
"dolnośląskie","legnicki","gm. Krotoszyce","020903",2534,2202,897,1305,0,12,0,0,0,0,0,0,0,1305,0,0,1305,18,1287,777,510
"dolnośląskie","legnicki","gm. Ruja","020908",2147,1996,1059,937,0,10,0,0,0,0,0,0,0,937,0,0,937,12,925,496,429
"dolnośląskie","legnicki","gm. Legnickie Pole","020905",3752,3264,1245,2019,2,13,1,1,0,0,0,0,1,2020,1,0,2020,31,1989,1073,916
"dolnośląskie","legnicki","gm. Chojnów","020902",7623,6502,2966,3536,5,23,0,0,0,0,0,0,0,3536,0,0,3536,39,3497,1955,1542
"dolnośląskie","legnicki","gm. Prochowice","020907",5992,5200,2317,2883,0,15,4,4,0,0,0,0,4,2887,4,0,2887,39,2848,1443,1405
"dolnośląskie","lubański","m. Lubań","021001",17865,15584,6706,8878,1,95,4,3,0,0,0,0,3,8881,3,0,8881,127,8754,3566,5188
"dolnośląskie","lubański","gm. Platerówka","021006",1302,1099,461,638,1,6,0,0,0,0,0,0,0,638,0,0,638,8,630,359,271
"dolnośląskie","lubański","gm. Siekierczyn","021007",4066,3602,1636,1966,1,15,0,0,0,0,0,0,0,1966,0,0,1966,23,1943,907,1036
"dolnośląskie","lubański","m. Świeradów-Zdrój","021002",3799,3053,1088,1965,1,291,0,0,0,0,0,0,0,1965,0,1,1964,23,1941,807,1134
"dolnośląskie","lubański","gm. Lubań","021004",5203,4546,2144,2402,1,16,2,2,0,0,0,0,2,2404,2,0,2404,31,2373,1079,1294
"dolnośląskie","lubański","gm. Olszyna","021005",5303,4584,2297,2287,0,26,4,4,0,0,0,0,4,2291,4,0,2291,33,2258,970,1288
"dolnośląskie","lubański","gm. Leśna","021003",8115,6995,3263,3732,0,65,0,0,0,0,0,0,0,3732,0,0,3732,84,3648,1556,2092
"dolnośląskie","lubiński","gm. Lubin","021102",11571,9905,3315,6589,0,73,0,0,0,0,0,0,0,6590,0,0,6590,92,6498,3946,2552
"dolnośląskie","lubiński","m. Lubin","021101",58308,50695,17560,33135,6,320,12,12,2,0,0,0,10,33144,10,4,33140,412,32728,19501,13227
"dolnośląskie","lubiński","gm. Rudna","021103",6123,5208,1937,3271,1,18,0,0,0,0,0,0,0,3271,0,0,3271,48,3223,2173,1050
"dolnośląskie","lubiński","gm. Ścinawa","021104",8123,7108,2833,4275,3,38,4,4,0,0,0,0,4,4279,4,0,4279,64,4215,2884,1331
"dolnośląskie","lwówecki","gm. Wleń","021205",3601,3217,1521,1696,4,24,0,0,0,0,0,0,0,1696,0,0,1696,33,1663,721,942
"dolnośląskie","lwówecki","gm. Lwówek Śląski","021203",14147,12215,5675,6540,3,83,7,5,1,0,0,0,4,6544,4,0,6544,68,6476,2882,3594
"dolnośląskie","lwówecki","gm. Lubomierz","021202",4872,4298,2231,2067,1,43,1,1,0,0,0,0,1,2068,1,0,2068,37,2031,906,1125
"dolnośląskie","lwówecki","gm. Gryfów Śląski","021201",8116,7073,3440,3633,2,75,0,0,0,0,0,0,0,3632,0,0,3632,25,3607,1561,2046
"dolnośląskie","lwówecki","gm. Mirsk","021204",7081,6271,3178,3093,1,44,1,1,0,0,0,0,1,3094,1,0,3094,50,3044,1485,1559
"dolnośląskie","milicki","gm. Krośnice","021302",6403,5580,2403,3176,0,21,4,3,0,0,0,0,3,3178,3,0,3178,34,3144,1721,1423
"dolnośląskie","milicki","gm. Milicz","021303",19486,16897,6850,10046,6,98,3,3,0,0,0,0,3,10048,3,0,10048,147,9901,4741,5160
"dolnośląskie","milicki","gm. Cieszków","021301",3746,3101,1261,1840,3,15,0,0,0,0,0,0,0,1840,0,0,1840,31,1809,977,832
"dolnośląskie","oleśnicki","gm. Bierutów","021402",8108,6900,3086,3814,9,25,0,0,0,0,0,0,0,3814,0,0,3814,147,3667,1783,1884
"dolnośląskie","oleśnicki","gm. Oleśnica","021406",9960,8490,3824,4666,0,27,2,0,0,0,0,0,0,4665,0,0,4665,60,4605,2192,2413
"dolnośląskie","oleśnicki","gm. Dziadowa Kłoda","021404",3617,3102,1496,1606,0,10,0,0,0,0,0,0,0,1606,0,0,1606,29,1577,568,1009
"dolnośląskie","oleśnicki","gm. Syców","021407",13291,11328,4479,6849,1,44,0,0,0,0,0,0,0,6849,0,0,6849,99,6750,2733,4017
"dolnośląskie","oleśnicki","gm. Twardogóra","021408",10525,8903,3728,5175,2,29,6,6,3,0,0,0,3,5178,3,0,5178,68,5110,2210,2900
"dolnośląskie","oleśnicki","m. Oleśnica","021401",30182,25938,9214,16724,9,141,6,5,0,0,0,0,5,16728,5,0,16728,279,16449,6878,9571
"dolnośląskie","oleśnicki","gm. Dobroszyce","021403",5183,4399,1934,2465,0,18,0,0,0,0,0,0,0,2465,0,0,2465,40,2425,1257,1168
"dolnośląskie","oleśnicki","gm. Międzybórz","021405",3981,3402,1490,1912,1,16,1,1,0,0,0,0,1,1913,1,0,1913,25,1888,714,1174
"dolnośląskie","oławski","gm. Oława","021504",11690,10107,3705,6402,9,50,7,7,0,0,0,0,7,6409,7,0,6409,80,6329,3537,2792
"dolnośląskie","oławski","gm. Domaniów","021502",4177,3698,1611,2087,0,6,0,0,0,0,0,0,0,2087,0,0,2087,30,2057,1207,850
"dolnośląskie","oławski","gm. Jelcz-Laskowice","021503",18101,15391,5373,10018,3,80,4,1,0,0,0,0,1,10018,1,0,10018,96,9922,5324,4598
"dolnośląskie","oławski","m. Oława","021501",25634,22052,7185,14867,10,137,20,19,0,0,0,0,19,14885,19,0,14885,227,14658,6695,7963
"dolnośląskie","polkowicki","gm. Grębocice","021603",4177,3601,1532,2069,0,10,5,4,0,0,0,0,4,2073,4,0,2073,20,2053,1328,725
"dolnośląskie","polkowicki","gm. Radwanice","021606",3698,3200,1266,1934,2,13,0,0,0,0,0,0,0,1934,0,0,1934,23,1911,1157,754
"dolnośląskie","polkowicki","gm. Przemków","021605",6949,6111,2761,3350,3,20,0,0,0,0,0,0,0,3350,0,0,3350,41,3309,1999,1310
"dolnośląskie","polkowicki","gm. Polkowice","021604",20749,17831,6360,11471,2,123,5,4,0,0,0,0,4,11475,4,0,11475,140,11335,7110,4225
"dolnośląskie","polkowicki","gm. Chocianów","021601",10236,8867,3160,5707,3,64,7,7,0,0,0,0,7,5714,7,0,5714,67,5647,3977,1670
"dolnośląskie","polkowicki","gm. Gaworzyce","021602",3077,2603,888,1715,3,16,2,2,0,0,0,0,2,1716,2,0,1716,27,1689,1082,607
"dolnośląskie","strzeliński","gm. Kondratowice","021702",3710,3200,1485,1715,4,6,1,1,0,0,0,0,1,1716,1,0,1716,28,1688,921,767
"dolnośląskie","strzeliński","gm. Wiązów","021705",5939,5104,2095,3009,1,12,1,1,0,0,0,0,1,3010,1,0,3010,39,2971,1882,1089
"dolnośląskie","strzeliński","gm. Strzelin","021704",18360,15924,6297,9630,7,81,1,1,0,0,0,0,1,9631,1,0,9631,105,9526,4337,5189
"dolnośląskie","strzeliński","gm. Przeworno","021703",4092,3400,1529,1871,0,13,0,0,0,0,0,0,0,1871,0,0,1871,25,1846,1066,780
"dolnośląskie","strzeliński","gm. Borów","021701",4331,3698,1379,2319,0,23,0,0,0,0,0,0,0,2318,0,0,2318,31,2287,1389,898
"dolnośląskie","średzki ","gm. Kostomłoty","021801",5732,4990,2270,2720,3,24,0,0,0,0,0,0,0,2720,0,0,2720,31,2689,1539,1150
"dolnośląskie","średzki ","gm. Miękinia","021803",11098,9309,3297,6012,4,61,10,8,0,0,0,0,8,6020,8,0,6020,119,5901,2717,3184
"dolnośląskie","średzki ","gm. Udanin","021805",4451,3804,1649,2155,1,12,0,0,0,0,0,0,0,2155,0,0,2155,39,2116,1197,919
"dolnośląskie","średzki ","gm. Malczyce","021802",4766,4100,1817,2283,2,10,4,4,0,0,0,0,4,2287,4,0,2287,19,2268,1147,1121
"dolnośląskie","średzki ","gm. Środa Śląska","021804",15692,13430,5626,7803,5,51,4,4,0,0,0,0,4,7808,4,1,7807,111,7696,3568,4128
"dolnośląskie","świdnicki ","gm. Żarów","021908",10060,8721,3798,4923,3,31,0,0,0,0,0,0,0,4923,0,1,4922,68,4854,2316,2538
"dolnośląskie","świdnicki ","gm. Marcinowice","021905",5170,4600,1905,2695,1,18,2,2,0,0,0,0,2,2697,2,0,2697,36,2661,1463,1198
"dolnośląskie","świdnicki ","gm. Strzegom","021906",21410,18495,7881,10614,9,90,7,7,0,0,0,0,7,10621,7,1,10620,143,10477,4968,5509
"dolnośląskie","świdnicki ","gm. Jaworzyna Śląska","021904",8360,7234,3435,3799,1,13,1,1,0,0,0,0,0,3799,0,0,3799,52,3747,1999,1748
"dolnośląskie","świdnicki ","gm. Świdnica","021907",13362,11296,4677,6619,1,58,3,3,0,0,0,0,3,6622,3,0,6622,82,6540,2953,3587
"dolnośląskie","świdnicki ","m. Świdnica","021901",47174,41042,15027,26015,9,255,26,23,1,0,0,1,22,26031,22,2,26029,329,25700,10111,15589
"dolnośląskie","świdnicki ","gm. Dobromierz","021903",4306,3750,1703,2047,0,6,3,3,0,0,0,0,3,2050,3,0,2050,31,2019,1091,928
"dolnośląskie","świdnicki ","m. Świebodzice","021902",18358,15715,6346,9369,23,72,5,1,0,0,0,0,1,9369,1,0,9369,132,9237,3962,5275
"dolnośląskie","trzebnicki","gm. Oborniki Śląskie","022001",15722,13681,4560,9121,3,168,15,14,0,0,0,0,14,9132,14,0,9132,141,8991,3879,5112
"dolnośląskie","trzebnicki","gm. Zawonia","022005",4657,3896,1717,2179,1,13,0,0,0,0,0,0,0,2179,0,0,2179,33,2146,1016,1130
"dolnośląskie","trzebnicki","gm. Wisznia Mała","022004",7726,6598,2032,4566,1,83,1,1,0,0,0,0,1,4565,1,0,4565,71,4494,2252,2242
"dolnośląskie","trzebnicki","gm. Żmigród","022006",11862,10245,4817,5428,0,36,0,0,0,0,0,0,0,5428,0,0,5428,84,5344,2513,2831
"dolnośląskie","trzebnicki","gm. Trzebnica","022003",18491,15690,5642,10048,8,113,7,7,0,0,0,0,7,10055,7,0,10055,148,9907,4736,5171
"dolnośląskie","trzebnicki","gm. Prusice","022002",7484,6497,2942,3555,0,20,2,2,0,0,0,0,2,3557,2,0,3557,43,3514,1962,1552
"dolnośląskie","wałbrzyski","m. Szczawno-Zdrój","022103",4993,4213,1269,2944,2,263,2,2,0,0,0,0,2,2946,2,0,2946,50,2896,946,1950
"dolnośląskie","wałbrzyski","gm. Głuszyca","022105",7218,6202,2771,3431,3,36,0,0,0,0,0,0,0,3431,0,0,3431,51,3380,1328,2052
"dolnośląskie","wałbrzyski","m. Boguszów-Gorce","022101",12715,11107,5467,5640,5,55,4,4,0,0,0,0,4,5643,4,0,5643,106,5537,2106,3431
"dolnośląskie","wałbrzyski","m. Jedlina-Zdrój","022102",3914,3397,1479,1918,0,29,4,4,0,0,0,0,4,1922,4,0,1922,47,1875,732,1143
"dolnośląskie","wałbrzyski","gm. Stare Bogaczowice","022107",3390,2899,1193,1706,1,16,0,0,0,0,0,0,0,1706,0,0,1706,31,1675,697,978
"dolnośląskie","wałbrzyski","gm. Mieroszów","022106",5605,5009,2545,2464,0,16,0,0,0,0,0,0,0,2464,0,0,2464,32,2432,938,1494
"dolnośląskie","wałbrzyski","gm. Walim","022108",4658,3998,1857,2141,0,71,2,2,0,0,0,0,2,2143,2,0,2143,39,2104,917,1187
"dolnośląskie","wałbrzyski","gm. Czarny Bór","022104",3899,3300,1224,2076,0,16,0,0,0,0,0,0,0,2076,0,0,2076,41,2035,1029,1006
"dolnośląskie","wołowski","gm. Brzeg Dolny","022201",12986,11021,4108,6913,3,37,4,4,0,0,0,0,4,6917,4,0,6917,123,6794,3013,3781
"dolnośląskie","wołowski","gm. Wołów","022203",19854,17007,6997,10010,3,101,5,5,0,0,0,0,5,10015,5,2,10013,115,9898,4645,5253
"dolnośląskie","wołowski","gm. Wińsko","022202",6927,5907,2672,3235,0,27,0,0,0,0,0,0,0,3235,0,0,3235,24,3211,2064,1147
"dolnośląskie","wrocławski","gm. Czernica","022301",10059,8415,1937,6478,6,87,13,13,0,0,0,0,13,6491,13,6,6485,120,6365,2823,3542
"dolnośląskie","wrocławski","gm. Kobierzyce","022305",13628,11692,3600,8092,0,175,10,10,0,0,0,0,10,8101,10,0,8101,131,7970,3285,4685
"dolnośląskie","wrocławski","gm. Żórawina","022309",7904,6703,2301,4402,1,69,3,3,0,0,0,0,3,4405,3,0,4405,86,4319,1982,2337
"dolnośląskie","wrocławski","gm. Siechnice","022308",14537,12398,3259,9137,2,144,8,8,0,0,0,0,8,9142,8,0,9142,153,8989,4061,4928
"dolnośląskie","wrocławski","gm. Sobótka","022307",10435,8794,3507,5287,4,98,5,5,0,0,0,0,5,5292,5,0,5292,82,5210,2539,2671
"dolnośląskie","wrocławski","gm. Długołęka","022302",21310,18217,5158,13060,7,172,7,7,0,0,0,0,7,13067,7,0,13067,196,12871,6097,6774
"dolnośląskie","wrocławski","gm. Jordanów Śląski","022303",2560,2197,758,1439,3,17,0,0,0,0,0,0,0,1439,0,0,1439,13,1426,794,632
"dolnośląskie","wrocławski","gm. Kąty Wrocławskie","022304",16807,14298,4685,9613,7,104,9,9,2,0,0,0,7,9619,7,0,9619,136,9483,4459,5024
"dolnośląskie","wrocławski","gm. Mietków","022306",3174,2767,1117,1650,0,13,2,2,0,0,0,0,2,1652,2,0,1652,20,1632,774,858
"dolnośląskie","ząbkowicki","gm. Ziębice","022406",14392,12419,5874,6545,3,62,2,2,0,0,0,0,2,6547,2,0,6547,74,6473,3212,3261
"dolnośląskie","ząbkowicki","gm. Ciepłowody","022402",2547,2198,1103,1095,1,11,0,0,0,0,0,0,0,1094,0,0,1094,6,1088,562,526
"dolnośląskie","ząbkowicki","gm. Bardo","022401",4406,3896,1728,2168,0,58,0,0,0,0,0,0,0,2168,0,0,2168,31,2137,1047,1090
"dolnośląskie","ząbkowicki","gm. Stoszowice","022404",4476,3898,1921,1977,3,33,2,2,0,0,0,0,2,1979,2,0,1979,43,1936,927,1009
"dolnośląskie","ząbkowicki","gm. Ząbkowice Śląskie","022405",18187,15729,6332,9397,25,101,9,9,0,0,0,0,9,9406,9,0,9406,124,9282,4206,5076
"dolnośląskie","ząbkowicki","gm. Kamieniec Ząbkowicki","022403",6855,5906,2587,3319,2,40,6,6,1,2,0,0,3,3322,3,0,3322,45,3277,1695,1582
"dolnośląskie","ząbkowicki","gm. Złoty Stok","022407",3811,3499,1695,1804,1,18,0,0,0,0,0,0,0,1804,0,0,1804,29,1775,885,890
"dolnośląskie","zgorzelecki","gm. Bogatynia","022503",19182,16802,7625,9177,1,156,2,2,0,0,0,0,2,9179,2,0,9179,196,8983,4904,4079
"dolnośląskie","zgorzelecki","gm. Sulików","022505",4862,4199,1812,2387,4,19,0,0,0,0,0,0,0,2387,0,0,2387,21,2366,1448,918
"dolnośląskie","zgorzelecki","gm. Pieńsk","022504",7305,6207,3142,3065,1,28,0,0,0,0,0,0,0,3065,0,0,3065,45,3020,1388,1632
"dolnośląskie","zgorzelecki","m. Zawidów","022501",3381,3000,1289,1711,0,31,0,0,0,0,0,0,0,1711,0,0,1711,38,1673,854,819
"dolnośląskie","zgorzelecki","m. Zgorzelec","022502",25722,22394,8930,13464,1,177,13,11,0,0,0,0,11,13475,11,0,13475,228,13247,6038,7209
"dolnośląskie","zgorzelecki","gm. Węgliniec","022506",6994,6098,2893,3205,5,25,0,0,0,0,0,0,0,3204,0,0,3204,52,3152,1470,1682
"dolnośląskie","zgorzelecki","gm. Zgorzelec","022507",6673,5600,2446,3154,2,31,0,0,0,0,0,0,0,3154,0,0,3154,53,3101,1572,1529
"dolnośląskie","złotoryjski","gm. Świerzawa","022604",6227,5306,2577,2729,3,39,4,4,0,0,0,0,4,2733,4,0,2733,20,2713,1184,1529
"dolnośląskie","złotoryjski","gm. Pielgrzymka","022603",3714,3302,1643,1659,0,16,0,0,0,0,0,0,0,1659,0,0,1659,27,1632,849,783
"dolnośląskie","złotoryjski","gm. Złotoryja","022606",5632,4902,2223,2679,0,18,0,0,0,0,0,0,0,2679,0,1,2678,32,2646,1432,1214
"dolnośląskie","złotoryjski","m. Wojcieszów","022601",3052,2600,1300,1300,0,10,0,0,0,0,0,0,0,1300,0,0,1300,18,1282,474,808
"dolnośląskie","złotoryjski","gm. Zagrodno","022605",4438,3698,1579,2119,0,16,0,0,0,0,0,0,0,2119,0,0,2119,21,2098,1243,855
"dolnośląskie","złotoryjski","m. Złotoryja","022602",13263,11378,4697,6681,4,54,3,3,0,0,0,0,3,6683,3,0,6683,76,6607,3036,3571
"dolnośląskie","m. Jelenia Góra","m. Jelenia Góra","026101",66154,57238,21804,35433,19,859,15,15,0,0,0,0,15,35445,15,2,35443,548,34895,12995,21900
"dolnośląskie","m. Legnica","m. Legnica","026201",78830,68513,26731,41782,5,474,41,38,1,0,0,1,36,41814,36,1,41813,601,41212,19225,21987
"dolnośląskie","m. Wrocław","m. Wrocław","026401",502829,425113,116991,308125,103,7847,427,398,9,0,0,0,389,308480,389,18,308462,5275,303187,124803,178384
"dolnośląskie","m. Wałbrzych","m. Wałbrzych","026501",92218,80473,35345,45129,14,334,11,10,1,0,0,0,9,45130,9,4,45126,741,44385,16572,27813
"kujawsko-pomorskie","aleksandrowski","gm. Zakrzewo","040109",2899,2605,1243,1362,0,5,0,0,0,0,0,0,0,1362,0,0,1362,10,1352,715,637
"kujawsko-pomorskie","aleksandrowski","gm. Waganiec","040108",3621,3103,1318,1785,3,21,0,0,0,0,0,0,0,1785,0,0,1785,19,1766,1092,674
