"Województwo","Powiat","Gmina","Teryt","Liczba.wyborców.uprawnionych.do.głosowania","Komisja.otrzymała.kart.do.głosowania","Nie.wykorzystano.kart.do.głosowania","Liczba.wyborców..którym.wydano.karty.do.głosowania","Liczba.wyborców.głosujących.przez.pełnomocnika","Liczba.wyborców.głosujących.na.podstawie.zaświadczenia","Liczba.wyborców..którym.wysłano.pakiety.wyborcze","Liczba.otrzymanych.kopert.zwrotnych","w.których.nie.było.oświadczenia","w.których.oświadczenie.nie.było.podpisane","w.których.nie.było.koperty.na.kartę.do.głosowania","w.których.znajdowała.się.niezaklejona.koperta","Liczba.kopert.na.kartę.do.głosowania.wrzuconych.do.urny","Liczba.kart.wyjętych.z.urny","w.tym.liczba.kart.wyjętych.z.kopert","Liczba.kart.nieważnych","Liczba.kart.ważnych","Liczba.głosów.nieważnych","Liczba.głosów.ważnych","RAZEM","Grzegorz.Michał.BRAUN","Andrzej.Sebastian.DUDA","Adam.Sebastian.JARUBAS","Bronisław.Maria.KOMOROWSKI","Janusz.Ryszard.KORWIN.MIKKE","Marian.Janusz.KOWALSKI","Paweł.Piotr.KUKIZ","Magdalena.Agnieszka.OGÓREK","Janusz.Marian.PALIKOT","Paweł.Jan.TANAJNO","Jacek.WILK"
"śląskie","m. Chorzów","m. Chorzów","246301",85476,74024,33561,40463,20,140,147,137,7,0,0,0,130,40585,130,4,40581,500,40081,40081,297,9139,192,16976,1535,139,9860,1001,616,93,233
"śląskie","m. Częstochowa","m. Częstochowa","246401",185456,160610,65954,94643,23,561,62,55,0,0,0,0,55,94690,55,29,94661,725,93936,93936,671,28919,639,33359,2945,376,22284,2515,1630,188,410
"śląskie","m. Dąbrowa Górnicza","m. Dąbrowa Górnicza","246501",99433,85528,37207,48321,9,151,20,19,1,0,0,0,18,48333,18,1,48332,438,47894,47894,257,12503,367,17964,1601,229,11965,1638,1004,94,272
"śląskie","m. Gliwice","m. Gliwice","246601",145096,126051,50336,75715,28,388,58,54,4,0,0,0,50,75750,50,9,75741,660,75081,75081,679,18043,516,31232,2793,256,17871,1893,1237,189,372
"śląskie","m. Jastrzębie-Zdrój","m. Jastrzębie-Zdrój","246701",72036,63599,25877,37728,9,109,18,18,0,0,0,0,18,37743,18,1,37742,268,37474,37474,254,14083,232,10123,940,211,10207,830,416,40,138
"śląskie","m. Jaworzno","m. Jaworzno","246801",74850,64534,27954,36580,16,102,20,18,2,1,0,0,15,36592,15,1,36591,297,36294,36294,238,11513,260,12099,1216,178,8944,977,589,67,213
"śląskie","m. Katowice","m. Katowice","246901",240678,209170,81241,127940,32,974,135,131,7,0,0,0,124,128046,124,6,128040,1181,126859,126859,901,32948,660,53245,4260,430,27919,3107,2356,333,700
"śląskie","m. Mysłowice","m. Mysłowice","247001",58535,50769,21106,29662,6,116,29,28,3,0,2,0,23,29679,23,1,29678,254,29424,29424,190,9330,131,9998,878,105,7380,782,417,82,131
"śląskie","m. Piekary Śląskie","m. Piekary Śląskie","247101",44957,39015,17057,21956,4,61,4,4,1,0,0,0,3,21960,3,0,21960,188,21772,21772,140,7201,102,7590,731,70,5191,427,204,33,83
"śląskie","m. Ruda Śląska","m. Ruda Śląska","247201",110419,95542,41562,53980,8,222,19,19,5,0,0,0,14,53981,14,8,53973,509,53464,53464,309,16811,285,17780,1497,171,14615,1079,610,95,212
"śląskie","m. Rybnik","m. Rybnik","247301",109078,95295,39212,56083,14,168,20,19,0,0,0,0,19,56100,19,3,56097,376,55721,55721,401,18025,289,18553,1887,194,13354,2089,628,86,215
"śląskie","m. Siemianowice Śląskie","m. Siemianowice Śląskie","247401",54472,46711,20001,26710,2,85,13,13,1,0,0,0,12,26718,12,2,26716,231,26485,26485,165,6364,147,11060,973,96,6412,656,416,50,146
"śląskie","m. Sosnowiec","m. Sosnowiec","247501",171412,147603,65112,82491,8,337,32,31,1,1,0,0,29,82515,29,4,82511,607,81904,81904,460,21304,667,31523,2663,374,19748,2881,1751,166,367
"śląskie","m. Świętochłowice","m. Świętochłowice","247601",40066,34712,17123,17589,2,48,9,9,0,0,0,0,9,17595,9,0,17595,152,17443,17443,128,4681,85,6709,639,64,4372,446,210,35,74
"śląskie","m. Tychy","m. Tychy","247701",101685,87922,32680,55243,12,182,52,51,3,0,0,0,48,55290,48,0,55290,356,54934,54934,383,16996,326,18784,1720,217,14108,1181,790,138,291
"śląskie","m. Zabrze","m. Zabrze","247801",137888,119873,61040,58833,24,271,21,20,2,0,0,0,18,58852,18,2,58850,602,58248,58248,384,14681,360,21804,1899,238,16215,1417,880,113,257
"śląskie","m. Żory","m. Żory","247901",47216,41134,16589,24545,2,87,10,10,0,0,0,0,10,24555,10,0,24555,171,24384,24384,141,8064,145,7725,764,84,6418,642,267,32,102
"świętokrzyskie","buski","gm. Pacanów","260104",6396,5503,3020,2483,3,19,0,0,0,0,0,0,0,2483,0,0,2483,26,2457,2457,9,891,725,364,57,3,342,37,17,4,8
"świętokrzyskie","buski","gm. Solec-Zdrój","260105",4242,3473,1516,1957,2,110,0,0,0,0,0,0,0,1957,0,0,1957,13,1944,1944,9,619,656,333,34,8,218,36,22,3,6
"świętokrzyskie","buski","gm. Wiślica","260108",4777,4204,2361,1843,0,8,0,0,0,0,0,0,0,1843,0,0,1843,10,1833,1833,6,653,432,330,55,12,284,40,16,0,5
"świętokrzyskie","buski","gm. Stopnica","260106",6434,5407,2682,2725,9,10,0,0,0,0,0,0,0,2725,0,0,2725,36,2689,2689,9,1161,689,359,57,12,341,39,13,2,7
"świętokrzyskie","buski","gm. Nowy Korczyn","260103",5202,4398,1958,2440,14,27,0,0,0,0,0,0,0,2440,0,0,2440,39,2401,2401,5,687,1247,190,35,8,184,21,18,1,5
"świętokrzyskie","buski","gm. Busko-Zdrój","260101",27905,23970,10529,13441,3,554,3,3,0,0,0,0,3,13442,3,0,13442,79,13363,13363,59,4630,1990,3436,439,57,2286,274,129,12,51
"świętokrzyskie","buski","gm. Tuczępy","260107",3090,2600,1321,1279,0,5,0,0,0,0,0,0,0,1279,0,0,1279,8,1271,1271,7,596,238,179,27,1,190,22,7,0,4
"świętokrzyskie","buski","gm. Gnojno","260102",3731,3269,1858,1411,2,10,0,0,0,0,0,0,0,1411,0,0,1411,15,1396,1396,7,624,363,172,22,3,148,37,12,1,7
"świętokrzyskie","jędrzejowski","gm. Sobków","260208",6862,6004,2815,3189,0,13,1,1,0,0,0,0,1,3190,1,0,3190,35,3155,3155,34,1421,482,532,82,7,506,51,26,2,12
"świętokrzyskie","jędrzejowski","gm. Małogoszcz","260203",9321,7952,3555,4397,1,22,0,0,0,0,0,0,0,4397,0,0,4397,28,4369,4369,18,2219,505,584,128,34,762,82,31,1,5
"świętokrzyskie","jędrzejowski","gm. Imielno","260201",3684,3199,1720,1479,3,18,0,0,0,0,0,0,0,1479,0,0,1479,7,1472,1472,2,643,369,223,18,7,174,28,4,3,1
"świętokrzyskie","jędrzejowski","gm. Jędrzejów","260202",23377,20178,9535,10643,4,51,4,4,0,0,0,0,4,10647,4,0,10647,63,10584,10584,63,3899,1303,2462,292,42,2116,257,108,7,35
"świętokrzyskie","jędrzejowski","gm. Sędziszów","260206",10551,9004,4147,4857,0,24,1,1,0,0,0,0,1,4857,1,0,4857,36,4821,4821,25,1988,793,767,127,10,907,136,46,0,22
"świętokrzyskie","jędrzejowski","gm. Nagłowice","260204",4194,3600,1994,1606,0,16,0,0,0,0,0,0,0,1606,0,0,1606,15,1591,1591,8,724,277,245,35,3,237,44,16,1,1
"świętokrzyskie","jędrzejowski","gm. Wodzisław","260209",6071,5208,2741,2467,1,24,0,0,0,0,0,0,0,2467,0,0,2467,13,2454,2454,6,954,515,390,69,14,420,53,23,2,8
"świętokrzyskie","jędrzejowski","gm. Oksa","260205",3862,3299,1668,1631,2,14,0,0,0,0,0,0,0,1631,0,0,1631,10,1621,1621,8,658,374,230,42,4,264,22,17,1,1
"świętokrzyskie","jędrzejowski","gm. Słupia (Jędrzejowska)","260207",3615,3194,1711,1483,0,7,0,0,0,0,0,0,0,1483,0,1,1482,8,1474,1474,5,575,347,193,41,3,249,37,20,1,3
"świętokrzyskie","kazimierski","gm. Czarnocin","260302",3350,2899,1662,1237,3,3,1,1,0,0,0,0,1,1238,1,0,1238,11,1227,1227,9,423,366,167,25,10,170,31,17,0,9
"świętokrzyskie","kazimierski","gm. Skalbmierz","260305",5495,4603,2788,1815,2,14,1,1,1,0,0,0,0,1815,0,0,1815,11,1804,1804,5,796,357,280,30,10,258,52,6,3,7
"świętokrzyskie","kazimierski","gm. Bejsce","260301",3512,2962,1699,1263,2,11,0,0,0,0,0,0,0,1263,0,0,1263,3,1260,1260,2,450,278,252,34,9,182,39,9,2,3
"świętokrzyskie","kazimierski","gm. Opatowiec","260304",3075,2697,1504,1193,1,10,3,3,0,0,0,0,3,1196,3,0,1196,9,1187,1187,1,284,496,186,9,3,129,38,6,0,35
"świętokrzyskie","kazimierski","gm. Kazimierza Wielka","260303",13671,11763,6755,5008,0,20,4,4,1,0,0,0,3,5010,3,8,5002,20,4982,4982,18,1987,654,1093,133,15,845,146,55,7,29
"świętokrzyskie","kielecki","gm. Morawica","260412",12249,11046,4734,6312,1,19,2,2,0,0,0,0,2,6312,2,0,6312,67,6245,6245,48,2433,821,1287,209,27,1194,116,68,4,38
"świętokrzyskie","kielecki","gm. Mniów","260411",7452,6397,2863,3534,0,9,2,2,0,0,0,0,2,3535,2,0,3535,23,3512,3512,20,1756,617,397,108,36,512,34,19,1,12
"świętokrzyskie","kielecki","gm. Nowa Słupia","260413",8191,7100,3975,3125,0,27,0,0,0,0,0,0,0,3125,0,0,3125,16,3109,3109,13,1332,593,505,119,8,457,63,13,2,4
"świętokrzyskie","kielecki","gm. Raków","260416",4840,4299,2170,2129,0,20,0,0,0,0,0,0,0,2129,0,0,2129,5,2124,2124,12,914,543,287,72,10,239,29,13,1,4
"świętokrzyskie","kielecki","gm. Chęciny","260403",12300,10846,4781,6065,0,29,1,1,0,0,0,0,1,6065,1,0,6065,36,6029,6029,46,2412,772,1053,162,23,1328,126,64,8,35
"świętokrzyskie","kielecki","gm. Strawczyn","260418",8204,6907,2839,4068,0,11,0,0,0,0,0,0,0,4068,0,0,4068,33,4035,4035,34,1817,635,524,146,31,772,44,14,2,16
"świętokrzyskie","kielecki","gm. Górno","260406",10872,9412,3861,5552,1,21,1,1,0,0,0,0,1,5552,1,0,5552,47,5505,5505,29,2891,678,678,195,28,886,74,23,7,16
"świętokrzyskie","kielecki","gm. Łagów","260407",5671,4904,2648,2256,0,6,0,0,0,0,0,0,0,2256,0,0,2256,16,2240,2240,14,1058,510,225,72,12,299,25,15,2,8
"świętokrzyskie","kielecki","gm. Bieliny","260401",7892,6704,3165,3539,0,26,0,0,0,0,0,0,0,3539,0,0,3539,14,3525,3525,18,1822,628,299,139,14,540,35,14,2,14
"świętokrzyskie","kielecki","gm. Chmielnik","260404",9324,8081,3885,4196,2,20,0,0,0,0,0,0,0,4195,0,0,4195,19,4176,4176,44,1890,613,703,132,20,655,67,25,5,22
"świętokrzyskie","kielecki","gm. Miedziana Góra","260410",8816,7605,2837,4768,3,11,0,0,0,0,0,0,0,4764,0,0,4764,46,4718,4718,34,1601,959,824,175,23,975,60,44,8,15
"świętokrzyskie","kielecki","gm. Zagnańsk","260419",10586,8905,3063,5842,4,52,3,3,0,0,0,0,3,5845,3,0,5845,33,5812,5812,56,2504,556,1108,198,29,1169,129,40,6,17
"świętokrzyskie","kielecki","gm. Łopuszno","260408",7255,6211,2595,3616,1,18,4,4,0,0,0,0,4,3620,4,0,3620,28,3592,3592,24,1658,590,441,158,26,573,89,23,2,8
"świętokrzyskie","kielecki","gm. Bodzentyn","260402",9432,8001,3784,4217,4,22,0,0,0,0,0,0,0,4217,0,0,4217,24,4193,4193,13,1727,908,636,136,20,662,39,37,4,11
"świętokrzyskie","kielecki","gm. Pierzchnica","260415",3970,3530,1726,1804,1,8,0,0,0,0,0,0,0,1804,0,0,1804,15,1789,1789,12,814,298,301,49,5,266,23,12,1,8
"świętokrzyskie","kielecki","gm. Piekoszów","260414",12789,11156,5049,6107,1,10,0,0,0,0,0,0,0,6106,0,0,6106,55,6051,6051,45,2664,854,836,229,27,1246,86,45,5,14
"świętokrzyskie","kielecki","gm. Masłów","260409",8363,7299,2867,4432,1,25,1,0,0,0,0,0,0,4432,0,0,4432,37,4395,4395,31,1662,618,933,167,30,822,74,44,5,9
"świętokrzyskie","kielecki","gm. Daleszyce","260405",12362,10910,5050,5860,2,31,0,0,0,0,0,0,0,5859,0,0,5859,40,5819,5819,17,2571,1020,919,172,25,967,72,31,5,20
"świętokrzyskie","kielecki","gm. Sitkówka-Nowiny","260417",5773,4900,1734,3166,1,10,0,0,0,0,0,0,0,3166,0,0,3166,27,3139,3139,21,1073,392,743,107,21,681,51,30,2,18
"świętokrzyskie","konecki","gm. Radoszyce","260504",7430,6296,3233,3063,1,5,2,2,0,0,0,0,2,3065,2,0,3065,16,3049,3049,17,1661,347,389,87,35,434,56,20,0,3
"świętokrzyskie","konecki","gm. Gowarczów","260502",3877,3303,1669,1634,0,5,0,0,0,0,0,0,0,1634,0,0,1634,12,1622,1622,10,810,137,239,41,9,298,52,23,0,3
"świętokrzyskie","konecki","gm. Smyków","260507",3020,2596,1210,1386,1,15,0,0,0,0,0,0,0,1386,0,0,1386,8,1378,1378,5,696,201,160,29,9,245,25,5,0,3
"świętokrzyskie","konecki","gm. Ruda Maleniecka","260505",2751,2300,906,1394,4,33,0,0,0,0,0,0,0,1394,0,0,1394,8,1386,1386,2,609,264,242,44,11,160,34,11,0,9
"świętokrzyskie","konecki","gm. Końskie","260503",30251,26020,11463,14557,7,74,8,6,0,0,0,0,6,14564,6,14,14550,89,14461,14461,97,5890,990,3662,408,81,2693,386,185,15,54
"świętokrzyskie","konecki","gm. Słupia (Konecka)","260506",2794,2566,1256,1310,0,8,0,0,0,0,0,0,0,1310,0,0,1310,8,1302,1302,11,648,220,191,31,3,172,17,6,0,3
"świętokrzyskie","konecki","gm. Stąporków","260508",14901,12806,6820,5986,3,43,0,0,0,0,0,0,0,5986,0,0,5986,43,5943,5943,27,2344,611,1422,123,22,1137,184,50,9,14
"świętokrzyskie","konecki","gm. Fałków","260501",3899,3403,1865,1538,0,23,0,0,0,0,0,0,0,1538,0,1,1537,16,1521,1521,1,800,243,217,31,12,166,37,10,1,3
"świętokrzyskie","opatowski","gm. Baćkowice","260601",4096,3502,1692,1810,0,9,0,0,0,0,0,0,0,1810,0,0,1810,14,1796,1796,10,920,331,204,37,5,244,26,14,1,4
"świętokrzyskie","opatowski","gm. Sadowie","260606",3461,2899,1430,1469,0,31,0,0,0,0,0,0,0,1469,0,0,1469,9,1460,1460,7,489,313,250,49,4,278,47,17,0,6
"świętokrzyskie","opatowski","gm. Ożarów","260605",9029,7779,3667,4111,19,51,0,0,0,0,0,0,0,4112,0,0,4112,47,4065,4065,22,1118,1066,867,104,27,685,90,67,5,14
"świętokrzyskie","opatowski","gm. Tarłów","260607",4689,4001,2076,1925,3,14,0,0,0,0,0,0,0,1925,0,0,1925,24,1901,1901,7,667,481,281,35,7,333,55,25,1,9
"świętokrzyskie","opatowski","gm. Lipnik","260603",4578,3903,2028,1875,0,11,1,1,0,0,0,0,1,1874,1,0,1874,16,1858,1858,5,734,426,289,50,12,282,42,12,1,5
"świętokrzyskie","opatowski","gm. Iwaniska","260602",5599,4906,2448,2458,3,11,0,0,0,0,0,0,0,2456,0,0,2456,28,2428,2428,7,1149,503,325,41,11,315,59,15,1,2
"świętokrzyskie","opatowski","gm. Wojciechowice","260608",3483,2919,1283,1636,5,9,0,0,0,0,0,0,0,1636,0,0,1636,22,1614,1614,5,434,520,269,45,8,263,39,21,2,8
"świętokrzyskie","opatowski","gm. Opatów","260604",10020,8671,3783,4888,7,42,2,2,0,0,0,0,2,4890,2,0,4890,66,4824,4824,27,1724,806,1011,125,17,904,137,55,5,13
"świętokrzyskie","ostrowiecki","gm. Waśniów","260706",5624,4841,2795,2046,2,4,0,0,0,0,0,0,0,2046,0,1,2045,9,2036,2036,13,983,410,206,45,16,305,37,16,1,4
"świętokrzyskie","ostrowiecki","gm. Ćmielów","260704",6299,5416,3020,2396,3,16,0,0,0,0,0,0,0,2396,0,0,2396,9,2387,2387,7,697,326,609,73,9,530,90,42,0,4
"świętokrzyskie","ostrowiecki","gm. Bodzechów","260703",11147,9610,4948,4662,2,21,0,0,0,0,0,0,0,4661,0,0,4661,31,4630,4630,30,1547,462,1177,127,23,1066,118,56,3,21
"świętokrzyskie","ostrowiecki","m. Ostrowiec Świętokrzyski","260701",58374,50966,26167,24789,7,129,9,9,0,0,0,0,9,24806,9,0,24806,134,24672,24672,163,7809,1294,7626,672,162,5699,710,405,39,93
"świętokrzyskie","ostrowiecki","gm. Bałtów","260702",3086,2804,1576,1228,7,6,0,0,0,0,0,0,0,1228,0,0,1228,12,1216,1216,7,426,235,296,22,16,175,26,11,0,2
"świętokrzyskie","ostrowiecki","gm. Kunów","260705",8226,7006,3653,3353,2,14,0,0,0,0,0,0,0,3353,0,0,3353,35,3318,3318,12,1214,317,825,80,32,691,97,37,4,9
"świętokrzyskie","pińczowski","gm. Złota","260805",3912,3404,1991,1413,3,12,0,0,0,0,0,0,0,1413,0,0,1413,16,1397,1397,9,428,433,264,42,3,148,49,16,0,5
"świętokrzyskie","pińczowski","gm. Michałów","260803",3890,3301,1756,1545,0,23,0,0,0,0,0,0,0,1545,0,0,1545,11,1534,1534,7,605,418,249,25,5,172,39,6,2,6
"świętokrzyskie","pińczowski","gm. Kije","260802",3740,3300,1543,1757,0,8,0,0,0,0,0,0,0,1757,0,0,1757,14,1743,1743,10,746,387,235,46,4,263,30,15,2,5
"świętokrzyskie","pińczowski","gm. Działoszyce","260801",4415,3704,2133,1571,0,17,0,0,0,0,0,0,0,1571,0,0,1571,11,1560,1560,6,518,489,267,30,3,185,46,12,2,2
"świętokrzyskie","pińczowski","gm. Pińczów","260804",18366,15894,7894,8000,7,46,1,1,0,0,0,0,1,8000,1,1,7999,68,7931,7931,45,2587,1440,1810,322,36,1310,240,106,11,24
"świętokrzyskie","sandomierski","gm. Klimontów","260903",6845,5899,3453,2446,4,26,1,0,0,0,0,0,0,2446,0,0,2446,24,2422,2422,13,1082,331,492,35,11,386,50,14,1,7
"świętokrzyskie","sandomierski","gm. Obrazów","260906",5468,4595,2279,2316,0,6,0,0,0,0,0,0,0,2313,0,0,2313,13,2300,2300,12,921,367,405,68,14,420,52,29,4,8
"świętokrzyskie","sandomierski","gm. Łoniów","260905",6153,5300,2574,2726,7,17,0,0,0,0,0,0,0,2726,0,0,2726,19,2707,2707,12,1325,379,397,76,37,429,30,12,2,8
"świętokrzyskie","sandomierski","gm. Wilczyce","260908",3202,2897,1646,1251,1,2,0,0,0,0,0,0,0,1251,0,0,1251,7,1244,1244,6,393,247,244,33,22,258,21,12,6,2
"świętokrzyskie","sandomierski","gm. Zawichost","260909",3725,3207,1764,1443,0,13,0,0,0,0,0,0,0,1443,0,0,1443,55,1388,1388,9,509,209,325,28,5,259,29,12,1,2
"świętokrzyskie","sandomierski","gm. Dwikozy","260902",7400,6347,3492,2855,0,16,0,0,0,0,0,0,0,2855,0,0,2855,22,2833,2833,12,923,423,608,127,18,612,60,40,2,8
"świętokrzyskie","sandomierski","gm. Samborzec","260907",7202,6200,2989,3211,5,6,0,0,0,0,0,0,0,3211,0,0,3211,18,3193,3193,31,1295,456,596,94,21,626,40,25,2,7
"świętokrzyskie","sandomierski","gm. Koprzywnica","260904",5652,4906,2249,2657,0,3,0,0,0,0,0,0,0,2657,0,0,2657,19,2638,2638,15,1297,320,388,78,22,433,50,25,2,8
"świętokrzyskie","sandomierski","m. Sandomierz","260901",20274,17732,8176,9556,2,136,4,4,0,0,0,0,4,9559,4,1,9558,73,9485,9485,86,3046,404,3032,300,88,2099,244,139,12,35
"świętokrzyskie","skarżyski","gm. Łączna","261003",4267,3704,1747,1957,1,7,0,0,0,0,0,0,0,1957,0,0,1957,7,1950,1950,13,966,247,280,70,7,324,29,9,0,5
"świętokrzyskie","skarżyski","m. Skarżysko-Kamienna","261001",39469,34283,16069,18214,11,67,23,22,0,0,0,0,22,18232,22,0,18232,152,18080,18080,100,6154,1056,5732,535,87,3699,409,220,19,69
"świętokrzyskie","skarżyski","gm. Bliżyn","261002",6964,6005,2944,3061,0,18,0,0,0,0,0,0,0,3060,0,0,3060,28,3032,3032,14,1192,219,747,68,11,639,88,39,3,12
"świętokrzyskie","skarżyski","gm. Suchedniów","261005",8803,7804,3552,4252,2,19,0,0,0,0,0,0,0,4252,0,0,4252,36,4216,4216,25,1454,463,1176,114,13,839,79,31,3,19
"świętokrzyskie","skarżyski","gm. Skarżysko Kościelne","261004",5138,4208,1754,2454,0,6,1,1,0,0,0,0,1,2455,1,0,2455,27,2428,2428,13,1027,244,554,67,9,459,27,19,3,6
"świętokrzyskie","starachowicki","gm. Wąchock","261105",5848,5000,2211,2789,16,9,0,0,0,0,0,0,0,2789,0,0,2789,15,2774,2774,26,1170,215,693,67,17,489,59,28,2,8
"świętokrzyskie","starachowicki","gm. Pawłów","261104",12170,10585,5446,5139,0,39,0,0,0,0,0,0,0,5138,0,1,5137,46,5091,5091,40,2675,735,506,167,36,828,60,32,3,9
"świętokrzyskie","starachowicki","gm. Mirzec","261103",6878,6002,2639,3363,1,26,0,0,0,0,0,0,0,3363,0,0,3363,19,3344,3344,24,1611,367,538,131,23,580,45,17,3,5
"świętokrzyskie","starachowicki","m. Starachowice","261101",42226,36962,17409,19552,19,70,6,6,0,0,0,0,6,19558,6,1,19557,122,19435,19435,168,6440,1142,6034,607,98,4095,486,277,23,65
"świętokrzyskie","starachowicki","gm. Brody","261102",8950,7807,3947,3860,4,20,0,0,0,0,0,0,0,3860,0,0,3860,24,3836,3836,24,1726,310,713,122,28,807,61,31,3,11
"świętokrzyskie","staszowski","gm. Bogoria","261201",6407,5500,3079,2421,0,21,2,2,0,0,0,0,2,2423,2,0,2423,15,2408,2408,15,1178,330,370,76,8,373,35,14,4,5
"świętokrzyskie","staszowski","gm. Rytwiany","261206",5200,4398,2250,2148,0,11,0,0,0,0,0,0,0,2148,0,0,2148,15,2133,2133,9,957,260,303,100,13,425,36,25,2,3
"świętokrzyskie","staszowski","gm. Osiek","261204",6364,5301,2477,2824,0,13,1,1,0,0,0,0,1,2825,1,0,2825,17,2808,2808,6,1594,412,221,72,16,426,38,10,5,8
"świętokrzyskie","staszowski","gm. Oleśnica","261203",3272,2700,1389,1311,0,19,0,0,0,0,0,0,0,1311,0,0,1311,10,1301,1301,6,621,208,196,40,5,186,25,11,1,2
"świętokrzyskie","staszowski","gm. Połaniec","261205",9723,8512,3813,4699,0,20,0,0,0,0,0,0,0,4699,0,0,4699,29,4670,4670,20,2025,570,756,158,24,995,82,25,1,14
"świętokrzyskie","staszowski","gm. Łubnice","261202",3535,3005,1519,1486,0,13,5,5,2,0,0,0,3,1489,3,0,1489,14,1475,1475,3,725,240,157,45,4,257,21,16,4,3
"świętokrzyskie","staszowski","gm. Szydłów","261208",3999,3429,1640,1789,0,18,0,0,0,0,0,0,0,1789,0,0,1789,36,1753,1753,9,627,513,234,43,3,263,49,9,0,3
"świętokrzyskie","staszowski","gm. Staszów","261207",21812,18798,9486,9312,3,48,0,0,0,0,0,0,0,9310,0,0,9310,69,9241,9241,42,3557,1274,2144,311,48,1548,184,77,12,44
"świętokrzyskie","włoszczowski","gm. Kluczewsko","261301",4283,3700,1618,2082,0,21,0,0,0,0,0,0,0,2082,0,0,2082,8,2074,2074,9,1027,356,289,44,8,278,41,19,2,1
"świętokrzyskie","włoszczowski","gm. Włoszczowa","261306",16477,14464,6114,8350,6,39,0,0,0,0,0,0,0,8350,0,0,8350,50,8300,8300,47,3525,1387,1345,282,28,1437,170,60,7,12
"świętokrzyskie","włoszczowski","gm. Radków","261304",2139,1801,964,837,0,19,0,0,0,0,0,0,0,837,0,0,837,6,831,831,2,276,210,154,21,4,134,20,8,0,2
"świętokrzyskie","włoszczowski","gm. Moskorzew","261303",2369,2000,933,1067,0,5,0,0,0,0,0,0,0,1067,0,0,1067,6,1061,1061,5,429,281,143,14,0,144,36,8,1,0
"świętokrzyskie","włoszczowski","gm. Secemin","261305",4130,3528,1773,1755,0,12,0,0,0,0,0,0,0,1755,0,0,1755,24,1731,1731,8,675,332,346,68,8,212,49,22,4,7
"świętokrzyskie","włoszczowski","gm. Krasocin","261302",8569,7409,3309,4100,1,17,0,0,0,0,0,0,0,4100,0,0,4100,40,4060,4060,22,1921,516,598,137,17,752,54,32,0,11
"świętokrzyskie","m. Kielce","m. Kielce","266101",160675,138954,50811,88144,30,472,34,31,3,0,0,0,28,88126,28,10,88116,692,87424,87424,726,27321,7154,26489,3190,394,18206,2002,1344,192,406
"warmińsko-mazurskie","bartoszycki","m. Bartoszyce","280101",19863,17557,8340,9217,6,54,0,0,0,0,0,0,0,9216,0,0,9216,52,9164,9164,57,2446,91,3667,256,56,2117,321,112,5,36
"warmińsko-mazurskie","bartoszycki","gm. Bartoszyce","280103",8719,7606,4327,3279,1,19,4,4,0,0,0,0,4,3283,4,0,3283,25,3258,3258,23,1038,91,1091,108,19,763,87,30,3,5
"warmińsko-mazurskie","bartoszycki","gm. Sępopol","280106",5293,4600,2844,1756,0,6,0,0,0,0,0,0,0,1756,0,0,1756,24,1732,1732,5,487,23,753,36,1,351,55,17,1,3
"warmińsko-mazurskie","bartoszycki","gm. Górowo Iławeckie","280105",6790,6007,4070,1937,1,2,0,0,0,0,0,0,0,1937,0,0,1937,12,1925,1925,9,425,25,977,58,6,326,70,24,3,2
"warmińsko-mazurskie","bartoszycki","m. Górowo Iławeckie","280102",3454,3000,1598,1402,2,13,0,0,0,0,0,0,0,1402,0,0,1402,7,1395,1395,2,320,18,694,56,2,254,29,15,1,4
"warmińsko-mazurskie","bartoszycki","gm. Bisztynek","280104",5342,4600,2808,1792,0,6,0,0,0,0,0,0,0,1792,0,0,1792,20,1772,1772,13,475,29,757,74,6,341,51,18,3,5
"warmińsko-mazurskie","braniewski","gm. Frombork","280203",3264,2853,1538,1315,1,8,0,0,0,0,0,0,0,1315,0,0,1315,9,1306,1306,6,282,14,619,46,9,272,41,15,1,1
"warmińsko-mazurskie","braniewski","m. Braniewo","280201",13731,11773,5511,6262,2,19,6,6,0,0,0,0,6,6268,6,1,6267,41,6226,6226,30,1740,56,2539,221,27,1342,152,89,5,25
"warmińsko-mazurskie","braniewski","gm. Pieniężno","280205",5455,4900,2951,1949,0,17,0,0,0,0,0,0,0,1949,0,0,1949,9,1940,1940,8,600,28,830,43,8,353,46,20,1,3
"warmińsko-mazurskie","braniewski","gm. Lelkowo","280204",2478,2200,1415,785,0,0,0,0,0,0,0,0,0,785,0,0,785,9,776,776,1,174,11,385,30,5,129,29,10,1,1
"warmińsko-mazurskie","braniewski","gm. Wilczęta","280207",2452,2200,1453,747,0,7,0,0,0,0,0,0,0,747,0,0,747,5,742,742,5,215,19,295,22,1,138,37,6,1,3
"warmińsko-mazurskie","braniewski","gm. Płoskinia","280206",2066,1800,1081,719,0,4,0,0,0,0,0,0,0,719,0,0,719,2,717,717,1,232,11,282,31,7,129,17,6,1,0
"warmińsko-mazurskie","braniewski","gm. Braniewo","280202",4975,4303,2609,1694,2,7,1,1,0,0,0,0,1,1695,1,0,1695,9,1686,1686,9,495,49,667,54,16,328,48,14,1,5
"warmińsko-mazurskie","działdowski","gm. Działdowo","280302",7487,6686,4097,2589,1,10,0,0,0,0,0,0,0,2589,0,0,2589,19,2570,2570,7,991,35,927,79,11,428,64,18,0,10
