"Województwo","Powiat","Gmina","Teryt","L.uprawnionych.do.głosowania","L.kart.wydanych","L.głosów.oddanych","L.głosów.ważnych","Lech.Aleksander.KACZYŃSKI","Donald.Franciszek.TUSK"
"śląskie","tarnogórski","Tarnowskie Góry, m.","241304",51448,26890,26880,26636,11184,15452
"śląskie","tarnogórski","Tworóg, gm.","241308",6439,2633,2632,2607,1253,1354
"śląskie","tarnogórski","Zbrosławice, gm.","241309",12407,4559,4559,4519,1922,2597
"śląskie","bieruńsko-lędziński","Bieruń, m.","241401",15488,8411,8411,8356,5106,3250
"śląskie","bieruńsko-lędziński","Bojszowy, gm.","241404",5005,3251,3251,3222,2297,925
"śląskie","bieruńsko-lędziński","Chełm Śląski, gm.","241405",4451,2456,2456,2417,1590,827
"śląskie","bieruńsko-lędziński","Imielin, m.","241402",6151,3481,3481,3449,2063,1386
"śląskie","bieruńsko-lędziński","Lędziny, m.","241403",12218,6566,6558,6516,4443,2073
"śląskie","wodzisławski","Godów, gm.","241505",9846,5569,5569,5516,3604,1912
"śląskie","wodzisławski","Gorzyce, gm.","241506",15355,7747,7745,7687,4343,3344
"śląskie","wodzisławski","Lubomia, gm.","241507",6387,3129,3128,3102,1922,1180
"śląskie","wodzisławski","Marklowice, gm.","241508",4069,2278,2274,2262,1427,835
"śląskie","wodzisławski","Mszana, gm.","241509",5380,3073,3071,3050,2273,777
"śląskie","wodzisławski","Pszów, m.","241501",11311,5680,5677,5639,3408,2231
"śląskie","wodzisławski","Radlin, m.","241502",14065,7041,7036,6977,3731,3246
"śląskie","wodzisławski","Rydułtowy, m.","241503",17693,8760,8750,8697,4527,4170
"śląskie","wodzisławski","Wodzisław Śląski, m.","241504",39527,21145,21141,20996,11020,9976
"śląskie","zawierciański","Irządze, gm.","241603",2327,827,827,813,638,175
"śląskie","zawierciański","Kroczyce, gm.","241604",4842,1917,1917,1898,1241,657
"śląskie","zawierciański","Łazy, gm.","241605",13333,5923,5922,5844,3031,2813
"śląskie","zawierciański","Ogrodzieniec, gm.","241606",7903,3608,3605,3568,2079,1489
"śląskie","zawierciański","Pilica, gm.","241607",7566,3499,3499,3459,2637,822
"śląskie","zawierciański","Poręba, m.","241601",7360,3273,3272,3230,1543,1687
"śląskie","zawierciański","Szczekociny, gm.","241608",6947,3273,3273,3235,2228,1007
"śląskie","zawierciański","Włodowice, gm.","241609",4236,1674,1674,1655,999,656
"śląskie","zawierciański","Zawiercie, m.","241602",44789,20790,20787,20554,9976,10578
"śląskie","zawierciański","Żarnowiec, gm.","241610",3967,2059,2057,2033,1738,295
"śląskie","żywiecki","Czernichów, gm.","241702",4968,3280,3279,3255,2078,1177
"śląskie","żywiecki","Gilowice, gm.","241703",4372,2508,2507,2480,1680,800
"śląskie","żywiecki","Jeleśnia, gm.","241704",10501,5662,5662,5614,3647,1967
"śląskie","żywiecki","Koszarawa, gm.","241705",1965,970,968,960,638,322
"śląskie","żywiecki","Lipowa, gm.","241706",7387,4054,4053,4029,2257,1772
"śląskie","żywiecki","Łękawica, gm.","241707",3254,1808,1807,1791,1247,544
"śląskie","żywiecki","Łodygowice, gm.","241708",10271,5973,5970,5897,3698,2199
"śląskie","żywiecki","Milówka, gm.","241709",7613,3902,3900,3873,2770,1103
"śląskie","żywiecki","Radziechowy-Wieprz, gm.","241710",9451,5347,5347,5315,3707,1608
"śląskie","żywiecki","Rajcza, gm.","241711",7475,3522,3522,3505,2099,1406
"śląskie","żywiecki","Ślemień, gm.","241712",2639,1458,1458,1447,1080,367
"śląskie","żywiecki","Świnna, gm.","241713",6058,3334,3333,3307,2117,1190
"śląskie","żywiecki","Ujsoły, gm.","241714",3730,1778,1777,1769,1060,709
"śląskie","żywiecki","Węgierska Górka, gm.","241715",11422,6531,6529,6462,4015,2447
"śląskie","żywiecki","Żywiec, m.","241701",25798,14257,14257,14105,7066,7039
"śląskie","Bielsko-Biała","Bielsko-Biała, m.","246101",141476,84854,84826,84089,39503,44586
"śląskie","Bytom","Bytom, m.","246201",153045,67735,67727,67044,29621,37423
"śląskie","Chorzów","Chorzów, m.","246301",92641,45566,45553,45070,16720,28350
"śląskie","Częstochowa","Częstochowa, m.","246401",199732,107728,107672,106526,50267,56259
"śląskie","Dąbrowa Górnicza","Dąbrowa Górnicza, m.","246501",106319,50891,50884,50217,23064,27153
"śląskie","Gliwice","Gliwice, m.","246601",159497,83620,83605,82795,32305,50490
"śląskie","Jastrzębie-Zdrój","Jastrzębie-Zdrój, m.","246701",75896,40498,40494,40126,25255,14871
"śląskie","Jaworzno","Jaworzno, m.","246801",76680,38712,38705,38349,18873,19476
"śląskie","Katowice","Katowice, m.","246901",261467,148044,147965,146584,60349,86235
"śląskie","Mysłowice","Mysłowice, m.","247001",60714,32460,32455,32158,16821,15337
"śląskie","Piekary Śląskie","Piekary Śląskie, m.","247101",48549,24787,24782,24527,13109,11418
"śląskie","Ruda Śląska","Ruda Śląska, m.","247201",116818,59703,59691,59113,31332,27781
"śląskie","Rybnik","Rybnik, m.","247301",112016,59079,59071,58653,29669,28984
"śląskie","Siemianowice Śląskie","Siemianowice Śląskie, m.","247401",59394,30163,30158,29843,12052,17791
"śląskie","Sosnowiec","Sosnowiec, m.","247501",189702,93173,93145,91964,42006,49958
"śląskie","Świętochłowice","Świętochłowice, m.","247601",44617,20236,20231,20017,8379,11638
"śląskie","Tychy","Tychy, m.","247701",106461,60775,60765,60226,28196,32030
"śląskie","Zabrze","Zabrze, m.","247801",152112,64930,64920,64282,27861,36421
"śląskie","Żory","Żory, m.","247901",49802,26110,26102,25931,14052,11879
"świętokrzyskie","buski","Busko-Zdrój, gm.","260101",28027,13052,13052,12945,7907,5038
"świętokrzyskie","buski","Gnojno, gm.","260102",3798,1532,1532,1522,1252,270
"świętokrzyskie","buski","Nowy Korczyn, gm.","260103",5378,2331,2328,2307,1911,396
"świętokrzyskie","buski","Pacanów, gm.","260104",6588,2548,2548,2525,2059,466
"świętokrzyskie","buski","Solec-Zdrój, gm.","260105",4141,1852,1852,1832,1439,393
"świętokrzyskie","buski","Stopnica, gm.","260106",6542,2736,2736,2712,2166,546
"świętokrzyskie","buski","Tuczępy, gm.","260107",3054,1392,1392,1373,1158,215
"świętokrzyskie","buski","Wiślica, gm.","260108",4822,1850,1850,1828,1452,376
"świętokrzyskie","jędrzejowski","Imielno, gm.","260201",3669,1492,1492,1481,1280,201
"świętokrzyskie","jędrzejowski","Jędrzejów, gm.","260202",23878,10640,10639,10509,7095,3414
"świętokrzyskie","jędrzejowski","Małogoszcz, gm.","260203",9182,4277,4277,4237,3227,1010
"świętokrzyskie","jędrzejowski","Nagłowice, gm.","260204",4270,1555,1555,1533,1147,386
"świętokrzyskie","jędrzejowski","Oksa, gm.","260205",3865,1572,1572,1560,1165,395
"świętokrzyskie","jędrzejowski","Sędziszów, gm.","260206",10776,4543,4542,4492,3257,1235
"świętokrzyskie","jędrzejowski","Słupia (Jędrzejowska), gm.","260207",3644,1209,1209,1200,978,222
"świętokrzyskie","jędrzejowski","Sobków, gm.","260208",6447,2839,2839,2810,2231,579
"świętokrzyskie","jędrzejowski","Wodzisław, gm.","260209",6306,2541,2541,2516,1984,532
"świętokrzyskie","kazimierski","Bejsce, gm.","260301",3616,1152,1152,1144,907,237
"świętokrzyskie","kazimierski","Czarnocin, gm.","260302",3473,1274,1274,1258,1058,200
"świętokrzyskie","kazimierski","Kazimierza Wielka, gm.","260303",14034,5052,5052,4993,3502,1491
"świętokrzyskie","kazimierski","Opatowiec, gm.","260304",3183,1058,1058,1047,829,218
"świętokrzyskie","kazimierski","Skalbmierz, gm.","260305",5634,2006,2006,1991,1641,350
"świętokrzyskie","kielecki","Bieliny, gm.","260401",7315,3174,3174,3146,2606,540
"świętokrzyskie","kielecki","Bodzentyn, gm.","260402",9106,3735,3735,3674,2730,944
"świętokrzyskie","kielecki","Chęciny, gm.","260403",12100,5545,5545,5512,3632,1880
"świętokrzyskie","kielecki","Chmielnik, gm.","260404",9087,4292,4291,4226,3006,1220
"świętokrzyskie","kielecki","Daleszyce, gm.","260405",10859,4739,4739,4712,3415,1297
"świętokrzyskie","kielecki","Górno, gm.","260406",9380,4481,4478,4448,3626,822
"świętokrzyskie","kielecki","Łagów, gm.","260407",5465,2139,2139,2120,1737,383
"świętokrzyskie","kielecki","Łopuszno, gm.","260408",6847,3345,3345,3319,2673,646
"świętokrzyskie","kielecki","Masłów, gm.","260409",7216,3654,3654,3621,2467,1154
"świętokrzyskie","kielecki","Miedziana Góra, gm.","260410",7572,3770,3770,3705,2491,1214
"świętokrzyskie","kielecki","Mniów, gm.","260411",6968,3276,3275,3252,2730,522
"świętokrzyskie","kielecki","Morawica, gm.","260412",9851,4507,4507,4467,2881,1586
"świętokrzyskie","kielecki","Nowa Słupia, gm.","260413",7995,2816,2816,2792,2009,783
"świętokrzyskie","kielecki","Piekoszów, gm.","260414",11358,5150,5148,5108,3805,1303
"świętokrzyskie","kielecki","Pierzchnica, gm.","260415",3615,1538,1538,1522,1180,342
"świętokrzyskie","kielecki","Raków, gm.","260416",4788,1898,1898,1878,1418,460
"świętokrzyskie","kielecki","Sitkówka-Nowiny, gm.","260417",5292,2672,2670,2647,1666,981
"świętokrzyskie","kielecki","Strawczyn, gm.","260418",7160,3514,3511,3477,2829,648
"świętokrzyskie","kielecki","Zagnańsk, gm.","260419",9871,5142,5141,5109,3308,1801
"świętokrzyskie","konecki","Fałków, gm.","260501",4132,1525,1525,1510,1103,407
"świętokrzyskie","konecki","Gowarczów, gm.","260502",3846,1533,1532,1513,1113,400
"świętokrzyskie","konecki","Końskie, gm.","260503",30715,15236,15236,15086,8788,6298
"świętokrzyskie","konecki","Radoszyce, gm.","260504",7449,3386,3385,3348,2764,584
"świętokrzyskie","konecki","Ruda Maleniecka, gm.","260505",2835,1324,1324,1307,947,360
"świętokrzyskie","konecki","Słupia (Konecka), gm.","260506",2881,1254,1254,1242,1013,229
"świętokrzyskie","konecki","Smyków, gm.","260507",2870,1309,1309,1298,1057,241
"świętokrzyskie","konecki","Stąporków, gm.","260508",15321,6349,6349,6283,4036,2247
"świętokrzyskie","opatowski","Baćkowice, gm.","260601",4167,1734,1734,1714,1511,203
"świętokrzyskie","opatowski","Iwaniska, gm.","260602",5582,2223,2223,2202,1871,331
"świętokrzyskie","opatowski","Lipnik, gm.","260603",4671,1625,1625,1610,1307,303
"świętokrzyskie","opatowski","Opatów, gm.","260604",10463,4227,4225,4132,2802,1330
"świętokrzyskie","opatowski","Ożarów, gm.","260605",9319,3113,3113,3078,2104,974
"świętokrzyskie","opatowski","Sadowie, gm.","260606",3434,1185,1185,1170,918,252
"świętokrzyskie","opatowski","Tarłów, gm.","260607",4649,1551,1551,1527,1179,348
"świętokrzyskie","opatowski","Wojciechowice, gm.","260608",3625,1152,1152,1138,878,260
"świętokrzyskie","ostrowiecki","Bałtów, gm.","260702",3120,962,962,953,689,264
"świętokrzyskie","ostrowiecki","Bodzechów, gm.","260703",10749,4297,4296,4238,2636,1602
"świętokrzyskie","ostrowiecki","Ćmielów, gm.","260704",6476,2293,2293,2257,1373,884
"świętokrzyskie","ostrowiecki","Kunów, gm.","260705",8032,3034,3034,3002,2034,968
"świętokrzyskie","ostrowiecki","Ostrowiec Świętokrzyski, m.","260701",62580,26824,26815,26493,14653,11840
"świętokrzyskie","ostrowiecki","Waśniów, gm.","260706",5647,2092,2092,2084,1774,310
"świętokrzyskie","pińczowski","Działoszyce, gm.","260801",4793,1551,1551,1535,1167,368
"świętokrzyskie","pińczowski","Kije, gm.","260802",3661,1568,1568,1551,1234,317
"świętokrzyskie","pińczowski","Michałów, gm.","260803",3973,1440,1440,1427,1142,285
"świętokrzyskie","pińczowski","Pińczów, gm.","260804",18645,8095,8095,8001,4909,3092
"świętokrzyskie","pińczowski","Złota, gm.","260805",4056,1272,1272,1251,983,268
"świętokrzyskie","sandomierski","Dwikozy, gm.","260902",7476,2621,2621,2592,1898,694
"świętokrzyskie","sandomierski","Klimontów, gm.","260903",6896,2743,2743,2711,2104,607
"świętokrzyskie","sandomierski","Koprzywnica, gm.","260904",5579,2783,2783,2747,2220,527
"świętokrzyskie","sandomierski","Łoniów, gm.","260905",5806,2561,2559,2535,2047,488
"świętokrzyskie","sandomierski","Obrazów, gm.","260906",5438,2213,2213,2177,1811,366
"świętokrzyskie","sandomierski","Samborzec, gm.","260907",7383,3379,3379,3340,2634,706
"świętokrzyskie","sandomierski","Sandomierz, m.","260901",20885,9986,9983,9884,5648,4236
"świętokrzyskie","sandomierski","Wilczyce, gm.","260908",3151,1194,1194,1177,972,205
"świętokrzyskie","sandomierski","Zawichost, gm.","260909",3892,1585,1585,1549,1159,390
"świętokrzyskie","skarżyski","Bliżyn, gm.","261002",7010,2995,2994,2965,1799,1166
"świętokrzyskie","skarżyski","Łączna, gm.","261003",4117,1867,1867,1850,1366,484
"świętokrzyskie","skarżyski","Skarżysko Kościelne, gm.","261004",5101,2399,2399,2382,1570,812
"świętokrzyskie","skarżyski","Skarżysko-Kamienna, m.","261001",42037,20440,20436,20187,11032,9155
"świętokrzyskie","skarżyski","Suchedniów, gm.","261005",8970,4285,4285,4243,2417,1826
"świętokrzyskie","starachowicki","Brody, gm.","261102",8595,3726,3725,3695,2649,1046
"świętokrzyskie","starachowicki","Mirzec, gm.","261103",6664,3131,3131,3103,2436,667
"świętokrzyskie","starachowicki","Pawłów, gm.","261104",11516,4852,4852,4823,4042,781
"świętokrzyskie","starachowicki","Starachowice, m.","261101",44803,20602,20602,20352,10763,9589
"świętokrzyskie","starachowicki","Wąchock, gm.","261105",5821,2714,2714,2683,1665,1018
"świętokrzyskie","staszowski","Bogoria, gm.","261201",6243,2370,2370,2345,1853,492
"świętokrzyskie","staszowski","Łubnice, gm.","261202",3460,1638,1638,1628,1423,205
"świętokrzyskie","staszowski","Oleśnica, gm.","261203",3163,1298,1298,1287,1028,259
"świętokrzyskie","staszowski","Osiek, gm.","261204",6232,2887,2887,2871,2444,427
"świętokrzyskie","staszowski","Połaniec, gm.","261205",9398,4272,4272,4231,3211,1020
"świętokrzyskie","staszowski","Rytwiany, gm.","261206",5057,1992,1992,1968,1562,406
"świętokrzyskie","staszowski","Staszów, gm.","261207",21727,9277,9276,9196,5810,3386
"świętokrzyskie","staszowski","Szydłów, gm.","261208",4027,1664,1664,1637,1276,361
"świętokrzyskie","włoszczowski","Kluczewsko, gm.","261301",4053,1906,1906,1890,1602,288
"świętokrzyskie","włoszczowski","Krasocin, gm.","261302",8322,3866,3866,3828,2816,1012
"świętokrzyskie","włoszczowski","Moskorzew, gm.","261303",2431,993,993,982,772,210
"świętokrzyskie","włoszczowski","Radków, gm.","261304",2196,708,708,701,487,214
"świętokrzyskie","włoszczowski","Secemin, gm.","261305",4244,1465,1465,1449,1078,371
"świętokrzyskie","włoszczowski","Włoszczowa, gm.","261306",16471,7706,7704,7609,5192,2417
"świętokrzyskie","Kielce","Kielce, m.","266101",167336,94691,94650,93544,47020,46524
"warmińsko-mazurskie","bartoszycki","Bartoszyce, gm.","280103",8259,2901,2899,2851,1702,1149
"warmińsko-mazurskie","bartoszycki","Bartoszyce, m.","280101",21102,9815,9813,9707,4286,5421
"warmińsko-mazurskie","bartoszycki","Bisztynek, gm.","280104",5577,1685,1685,1662,728,934
"warmińsko-mazurskie","bartoszycki","Górowo Iławeckie, gm.","280105",7104,2139,2139,2108,816,1292
"warmińsko-mazurskie","bartoszycki","Górowo Iławeckie, m.","280102",3715,1531,1530,1519,680,839
"warmińsko-mazurskie","bartoszycki","Sępopol, gm.","280106",5454,1784,1784,1753,946,807
"warmińsko-mazurskie","braniewski","Braniewo, gm.","280202",4703,1493,1493,1482,819,663
"warmińsko-mazurskie","braniewski","Braniewo, m.","280201",14115,6641,6640,6563,2744,3819
"warmińsko-mazurskie","braniewski","Frombork, gm.","280203",3162,1250,1250,1239,493,746
"warmińsko-mazurskie","braniewski","Lelkowo, gm.","280204",2503,779,778,770,455,315
"warmińsko-mazurskie","braniewski","Pieniężno, gm.","280205",5661,1847,1847,1824,1058,766
"warmińsko-mazurskie","braniewski","Płoskinia, gm.","280206",2040,689,689,678,372,306
"warmińsko-mazurskie","braniewski","Wilczęta, gm.","280207",2512,749,749,742,432,310
"warmińsko-mazurskie","działdowski","Działdowo, gm.","280302",7249,2618,2618,2593,1455,1138
"warmińsko-mazurskie","działdowski","Działdowo, m.","280301",17048,8024,8020,7956,3931,4025
"warmińsko-mazurskie","działdowski","Iłowo-Osada, gm.","280303",5447,2173,2173,2146,1278,868
"warmińsko-mazurskie","działdowski","Lidzbark, gm.","280304",11369,4725,4724,4680,2816,1864
"warmińsko-mazurskie","działdowski","Płośnica, gm.","280305",4634,1603,1603,1592,1025,567
"warmińsko-mazurskie","działdowski","Rybno, gm.","280306",5470,2626,2625,2599,1742,857
"warmińsko-mazurskie","elbląski","Elbląg, gm.","280401",5159,1880,1880,1864,1046,818
"warmińsko-mazurskie","elbląski","Godkowo, gm.","280402",2726,791,791,778,563,215
"warmińsko-mazurskie","elbląski","Gronowo Elbląskie, gm.","280403",3754,1385,1385,1371,656,715
"warmińsko-mazurskie","elbląski","Markusy, gm.","280404",3020,1047,1047,1036,651,385
"warmińsko-mazurskie","elbląski","Milejewo, gm.","280405",2265,850,850,841,510,331
"warmińsko-mazurskie","elbląski","Młynary, gm.","280406",3450,1416,1416,1402,800,602
"warmińsko-mazurskie","elbląski","Pasłęk, gm.","280407",15316,5984,5983,5933,2986,2947
"warmińsko-mazurskie","elbląski","Rychliki, gm.","280408",3208,1025,1025,1010,497,513
"warmińsko-mazurskie","elbląski","Tolkmicko, gm.","280409",5079,2045,2045,2018,952,1066
"warmińsko-mazurskie","ełcki","Ełk, gm.","280502",7567,2526,2526,2483,1289,1194
"warmińsko-mazurskie","ełcki","Ełk, m.","280501",43240,19328,19322,19085,9916,9169
"warmińsko-mazurskie","ełcki","Kalinowo, gm.","280503",5312,1805,1805,1747,962,785
"warmińsko-mazurskie","ełcki","Prostki, gm.","280504",5699,1728,1727,1690,908,782
"warmińsko-mazurskie","ełcki","Stare Juchy, gm.","280505",3126,1079,1078,1072,634,438
"warmińsko-mazurskie","giżycki","Giżycko, gm.","280604",5849,2151,2151,2056,970,1086
"warmińsko-mazurskie","giżycki","Giżycko, m.","280601",24339,11414,11414,11219,4578,6641
"warmińsko-mazurskie","giżycki","Kruklanki, gm.","280605",2414,844,844,796,415,381
"warmińsko-mazurskie","giżycki","Miłki, gm.","280606",3015,964,964,956,499,457
"warmińsko-mazurskie","giżycki","Ryn, gm.","280608",4787,1800,1800,1767,716,1051
"warmińsko-mazurskie","giżycki","Wydminy, gm.","280610",5239,1914,1914,1878,908,970
"warmińsko-mazurskie","iławski","Iława, gm.","280703",8504,3328,3327,3303,1859,1444
"warmińsko-mazurskie","iławski","Iława, m.","280701",27434,14403,14402,14220,6515,7705
"warmińsko-mazurskie","iławski","Kisielice, gm.","280704",4762,1642,1642,1618,996,622
"warmińsko-mazurskie","iławski","Lubawa, gm.","280705",7616,3651,3649,3596,2543,1053
"warmińsko-mazurskie","iławski","Lubawa, m.","280702",7087,3833,3827,3788,1971,1817
"warmińsko-mazurskie","iławski","Susz, gm.","280706",9757,3314,3312,3290,1640,1650
"warmińsko-mazurskie","iławski","Zalewo, gm.","280707",5658,1673,1673,1656,801,855
"warmińsko-mazurskie","kętrzyński","Barciany, gm.","280802",5499,1644,1644,1617,773,844
"warmińsko-mazurskie","kętrzyński","Kętrzyn, gm.","280803",6370,2162,2162,2142,909,1233
"warmińsko-mazurskie","kętrzyński","Kętrzyn, m.","280801",23581,10610,10606,10455,4414,6041
"warmińsko-mazurskie","kętrzyński","Korsze, gm.","280804",8790,2957,2955,2924,1390,1534
"warmińsko-mazurskie","kętrzyński","Reszel, gm.","280805",6902,2691,2691,2647,1178,1469
"warmińsko-mazurskie","kętrzyński","Srokowo, gm.","280806",3371,1295,1295,1279,537,742
"warmińsko-mazurskie","lidzbarski","Kiwity, gm.","280902",2708,1013,1013,1003,620,383
"warmińsko-mazurskie","lidzbarski","Lidzbark Warmiński, gm.","280903",5173,1600,1600,1584,850,734
"warmińsko-mazurskie","lidzbarski","Lidzbark Warmiński, m.","280901",13387,6301,6300,6238,2700,3538
"warmińsko-mazurskie","lidzbarski","Lubomino, gm.","280904",2797,953,953,943,533,410
"warmińsko-mazurskie","lidzbarski","Orneta, gm.","280905",10131,4010,4009,3976,2028,1948
"warmińsko-mazurskie","mrągowski","Mikołajki, gm.","281002",6845,2923,2923,2867,1158,1709
"warmińsko-mazurskie","mrągowski","Mrągowo, gm.","281003",5772,2019,2018,1996,950,1046
"warmińsko-mazurskie","mrągowski","Mrągowo, m.","281001",17654,8709,8708,8603,3703,4900
"warmińsko-mazurskie","mrągowski","Piecki, gm.","281004",5955,2539,2539,2514,1399,1115
"warmińsko-mazurskie","mrągowski","Sorkwity, gm.","281005",3642,1349,1349,1327,626,701
"warmińsko-mazurskie","nidzicki","Janowiec Kościelny, gm.","281101",2694,1007,1007,993,747,246
"warmińsko-mazurskie","nidzicki","Janowo, gm.","281102",2291,909,909,898,594,304
"warmińsko-mazurskie","nidzicki","Kozłowo, gm.","281103",4773,1605,1605,1549,895,654
"warmińsko-mazurskie","nidzicki","Nidzica, gm.","281104",16976,7545,7543,7439,3920,3519
"warmińsko-mazurskie","nowomiejski","Biskupiec, gm.","281202",7369,3110,3110,3067,1738,1329
"warmińsko-mazurskie","nowomiejski","Grodziczno, gm.","281203",4715,2103,2100,2084,1575,509
"warmińsko-mazurskie","nowomiejski","Kurzętnik, gm.","281204",6665,2760,2760,2727,1700,1027
"warmińsko-mazurskie","nowomiejski","Nowe Miasto Lubawskie, gm.","281205",5824,2431,2431,2401,1454,947
"warmińsko-mazurskie","nowomiejski","Nowe Miasto Lubawskie, m.","281201",8534,4254,4252,4195,2078,2117
"warmińsko-mazurskie","olecki","Kowale Oleckie, gm.","281303",4247,1383,1383,1351,848,503
"warmińsko-mazurskie","olecki","Olecko, gm.","281304",16629,7197,7195,7099,4141,2958
"warmińsko-mazurskie","olecki","Świętajno, gm.","281305",3143,1032,1032,1017,552,465
"warmińsko-mazurskie","olecki","Wieliczki, gm.","281306",2616,979,979,968,599,369
"warmińsko-mazurskie","olsztyński","Barczewo, gm.","281401",13092,5672,5672,5592,2354,3238
"warmińsko-mazurskie","olsztyński","Biskupiec, gm.","281402",15325,6367,6366,6286,2643,3643
"warmińsko-mazurskie","olsztyński","Dobre Miasto, gm.","281403",12634,5319,5319,5219,2764,2455
"warmińsko-mazurskie","olsztyński","Dywity, gm.","281404",6620,3168,3168,3139,1293,1846
"warmińsko-mazurskie","olsztyński","Gietrzwałd, gm.","281405",4100,1725,1725,1692,708,984
"warmińsko-mazurskie","olsztyński","Jeziorany, gm.","281406",6299,2126,2126,2094,1110,984
"warmińsko-mazurskie","olsztyński","Jonkowo, gm.","281407",4196,1738,1737,1723,711,1012
"warmińsko-mazurskie","olsztyński","Kolno, gm.","281408",2789,924,923,902,432,470
"warmińsko-mazurskie","olsztyński","Olsztynek, gm.","281409",10455,4308,4308,4254,1951,2303
"warmińsko-mazurskie","olsztyński","Purda, gm.","281410",5734,2193,2193,2152,875,1277
"warmińsko-mazurskie","olsztyński","Stawiguda, gm.","281411",3850,1742,1742,1722,595,1127
"warmińsko-mazurskie","olsztyński","Świątki, gm.","281412",3154,1111,1110,1091,602,489
"warmińsko-mazurskie","ostródzki","Dąbrówno, gm.","281502",3375,1334,1334,1318,772,546
"warmińsko-mazurskie","ostródzki","Grunwald, gm.","281503",4358,1353,1353,1336,675,661
"warmińsko-mazurskie","ostródzki","Łukta, gm.","281504",3269,1168,1168,1157,474,683
"warmińsko-mazurskie","ostródzki","Małdyty, gm.","281505",5141,1487,1487,1472,676,796
"warmińsko-mazurskie","ostródzki","Miłakowo, gm.","281506",4544,1506,1506,1475,742,733
"warmińsko-mazurskie","ostródzki","Miłomłyn, gm.","281507",3937,1599,1599,1578,677,901
"warmińsko-mazurskie","ostródzki","Morąg, gm.","281508",19638,7598,7596,7521,3238,4283
"warmińsko-mazurskie","ostródzki","Ostróda, gm.","281509",11504,4555,4555,4512,2167,2345
"warmińsko-mazurskie","ostródzki","Ostróda, m.","281501",27912,13594,13591,13423,5771,7652
"warmińsko-mazurskie","piski","Biała Piska, gm.","281601",9278,3440,3440,3414,2118,1296
"warmińsko-mazurskie","piski","Orzysz, gm.","281602",7610,2924,2924,2890,1270,1620
"warmińsko-mazurskie","piski","Pisz, gm.","281603",21012,9221,9221,9141,4944,4197
"warmińsko-mazurskie","piski","Ruciane-Nida, gm.","281604",6947,3302,3302,3234,1661,1573
"warmińsko-mazurskie","szczycieński","Dźwierzuty, gm.","281702",5346,1871,1871,1820,924,896
"warmińsko-mazurskie","szczycieński","Jedwabno, gm.","281703",2820,1209,1209,1196,579,617
"warmińsko-mazurskie","szczycieński","Pasym, gm.","281704",3958,1655,1655,1626,682,944
"warmińsko-mazurskie","szczycieński","Rozogi, gm.","281705",4231,1785,1785,1744,1205,539
"warmińsko-mazurskie","szczycieński","Szczytno, gm.","281706",7678,2761,2761,2729,1437,1292
"warmińsko-mazurskie","szczycieński","Szczytno, m.","281701",21050,10317,10317,10170,4543,5627
"warmińsko-mazurskie","szczycieński","Świętajno, gm.","281707",4784,1955,1955,1924,1024,900
"warmińsko-mazurskie","szczycieński","Wielbark, gm.","281708",4835,1846,1846,1819,915,904
"warmińsko-mazurskie","gołdapski","Banie Mazurskie, gm.","281801",3294,940,940,926,486,440
"warmińsko-mazurskie","gołdapski","Dubeninki, gm.","281802",2574,851,851,832,541,291
"warmińsko-mazurskie","gołdapski","Gołdap, gm.","281803",15417,5782,5781,5715,2661,3054
"warmińsko-mazurskie","węgorzewski","Budry, gm.","281901",2512,734,733,721,446,275
"warmińsko-mazurskie","węgorzewski","Pozezdrze, gm.","281902",2795,953,953,941,459,482
"warmińsko-mazurskie","węgorzewski","Węgorzewo, gm.","281903",14137,5616,5613,5527,2159,3368
"warmińsko-mazurskie","Elbląg","Elbląg, m.","286101",100041,52468,52459,51819,22558,29261
"warmińsko-mazurskie","Olsztyn","Olsztyn, m.","286201",134862,77537,77516,76296,30643,45653
"wielkopolskie","chodzieski","Budzyń, gm.","300102",6248,2764,2764,2731,1397,1334
"wielkopolskie","chodzieski","Chodzież, gm.","300103",4143,2065,2065,2038,902,1136
"wielkopolskie","chodzieski","Chodzież, m.","300101",16094,8547,8544,8392,2937,5455
"wielkopolskie","chodzieski","Margonin, gm.","300104",4711,2281,2281,2237,1071,1166
"wielkopolskie","chodzieski","Szamocin, gm.","300105",5483,2711,2711,2673,1263,1410
"wielkopolskie","czarnkowsko-trzcianecki","Czarnków, gm.","300202",7996,3625,3625,3575,1733,1842
"wielkopolskie","czarnkowsko-trzcianecki","Czarnków, m.","300201",9487,5036,5036,4991,1975,3016
"wielkopolskie","czarnkowsko-trzcianecki","Drawsko, gm.","300203",4583,2112,2112,2087,989,1098
"wielkopolskie","czarnkowsko-trzcianecki","Krzyż Wielkopolski, gm.","300204",6880,2989,2989,2948,1240,1708
"wielkopolskie","czarnkowsko-trzcianecki","Lubasz, gm.","300205",5168,2503,2503,2472,1262,1210
"wielkopolskie","czarnkowsko-trzcianecki","Połajewo, gm.","300206",4617,2046,2045,2027,1262,765
"wielkopolskie","czarnkowsko-trzcianecki","Trzcianka, gm.","300207",18647,9506,9506,9412,3918,5494
"wielkopolskie","czarnkowsko-trzcianecki","Wieleń, gm.","300208",9939,4477,4477,4416,2142,2274
"wielkopolskie","gnieźnieński","Czerniejewo, gm.","300302",5934,2880,2880,2839,1416,1423
"wielkopolskie","gnieźnieński","Gniezno, gm.","300303",6143,2784,2784,2765,1764,1001
