"Województwo","Powiat","Gmina","Teryt","L.uprawnionych.do.głosowania","L.kart.wydanych","L.głosów.oddanych","L.głosów.ważnych","Lech.Aleksander.KACZYŃSKI","Donald.Franciszek.TUSK"
"łódzkie","bełchatowski","Bełchatów, m.","100101",49691,26803,26798,26455,17746,8709
"łódzkie","bełchatowski","Drużbice, gm.","100103",3936,1724,1724,1692,1408,284
"łódzkie","bełchatowski","Kleszczów, gm.","100104",3111,1598,1598,1583,1211,372
"łódzkie","bełchatowski","Kluki, gm.","100105",3014,1265,1264,1248,1006,242
"łódzkie","bełchatowski","Rusiec, gm.","100106",4172,2015,2015,1991,1600,391
"łódzkie","bełchatowski","Szczerców, gm.","100107",5881,2785,2785,2747,2080,667
"łódzkie","bełchatowski","Zelów, gm.","100108",12109,5821,5820,5755,4324,1431
"łódzkie","kutnowski","Bedlno, gm.","100202",5060,1885,1885,1863,1620,243
"łódzkie","kutnowski","Dąbrowice, gm.","100203",1717,610,610,607,504,103
"łódzkie","kutnowski","Krośniewice, gm.","100204",7413,2728,2727,2685,1732,953
"łódzkie","kutnowski","Krzyżanów, gm.","100205",3622,1283,1283,1270,1022,248
"łódzkie","kutnowski","Kutno, gm.","100206",6546,2671,2671,2653,2056,597
"łódzkie","kutnowski","Kutno, m.","100201",39901,19571,19564,19294,11404,7890
"łódzkie","kutnowski","Łanięta, gm.","100207",2074,724,724,713,535,178
"łódzkie","kutnowski","Nowe Ostrowy, gm.","100208",3166,1055,1055,1032,723,309
"łódzkie","kutnowski","Oporów, gm.","100209",2256,848,848,824,697,127
"łódzkie","kutnowski","Strzelce, gm.","100210",3339,1282,1282,1272,1020,252
"łódzkie","kutnowski","Żychlin, gm.","100211",11138,4235,4234,4178,2824,1354
"łódzkie","łaski","Buczek, gm.","100301",3858,1570,1568,1555,1176,379
"łódzkie","łaski","Łask, gm.","100302",22854,10871,10870,10754,6592,4162
"łódzkie","łaski","Sędziejowice, gm.","100303",5043,2231,2231,2209,1689,520
"łódzkie","łaski","Widawa, gm.","100304",6409,2787,2787,2758,2205,553
"łódzkie","łaski","Wodzierady, gm.","100305",2430,994,992,983,746,237
"łódzkie","łęczycki","Daszyna, gm.","100402",3528,1129,1129,1115,899,216
"łódzkie","łęczycki","Góra Świętej Małgorzaty, gm.","100403",3679,1543,1543,1527,1342,185
"łódzkie","łęczycki","Grabów, gm.","100404",5289,2067,2066,2045,1735,310
"łódzkie","łęczycki","Łęczyca, gm.","100405",7122,2990,2989,2975,2345,630
"łódzkie","łęczycki","Łęczyca, m.","100401",13222,6340,6338,6261,3092,3169
"łódzkie","łęczycki","Piątek, gm.","100406",5217,2098,2098,2082,1667,415
"łódzkie","łęczycki","Świnice Warckie, gm.","100407",3298,1323,1322,1312,1007,305
"łódzkie","łęczycki","Witonia, gm.","100408",2887,1016,1016,1002,809,193
"łódzkie","łowicki","Bielawy, gm.","100502",4838,1798,1798,1768,1365,403
"łódzkie","łowicki","Chąśno, gm.","100503",2500,1128,1128,1124,1011,113
"łódzkie","łowicki","Domaniewice, gm.","100504",3740,1611,1610,1594,1349,245
"łódzkie","łowicki","Kiernozia, gm.","100505",3019,1296,1296,1280,1090,190
"łódzkie","łowicki","Kocierzew Południowy, gm.","100506",3570,1961,1960,1937,1781,156
"łódzkie","łowicki","Łowicz, gm.","100507",5735,2598,2598,2571,2094,477
"łódzkie","łowicki","Łowicz, m.","100501",25593,12812,12804,12622,7001,5621
"łódzkie","łowicki","Łyszkowice, gm.","100508",5360,2095,2094,2069,1558,511
"łódzkie","łowicki","Nieborów, gm.","100509",7456,3465,3465,3439,2466,973
"łódzkie","łowicki","Zduny, gm.","100510",5009,2133,2133,2104,1744,360
"łódzkie","łódzki wschodni","Andrespol, gm.","100602",9049,4973,4972,4916,2925,1991
"łódzkie","łódzki wschodni","Brójce, gm.","100603",4096,2056,2056,2024,1562,462
"łódzkie","łódzki wschodni","Koluszki, gm.","100607",18587,9720,9711,9620,6015,3605
"łódzkie","łódzki wschodni","Nowosolna, gm.","100608",2634,1400,1400,1389,821,568
"łódzkie","łódzki wschodni","Rzgów, gm.","100610",6888,3891,3890,3858,2645,1213
"łódzkie","łódzki wschodni","Tuszyn, gm.","100611",9747,4668,4668,4630,3064,1566
"łódzkie","opoczyński","Białaczów, gm.","100701",4748,2067,2066,2041,1540,501
"łódzkie","opoczyński","Drzewica, gm.","100702",8768,4698,4697,4635,3685,950
"łódzkie","opoczyński","Mniszków, gm.","100703",3730,1800,1800,1782,1551,231
"łódzkie","opoczyński","Opoczno, gm.","100704",27710,15025,15023,14866,10783,4083
"łódzkie","opoczyński","Paradyż, gm.","100705",3470,1776,1776,1759,1539,220
"łódzkie","opoczyński","Poświętne, gm.","100706",2767,1573,1573,1547,1351,196
"łódzkie","opoczyński","Sławno, gm.","100707",5779,3077,3077,3061,2660,401
"łódzkie","opoczyński","Żarnów, gm.","100708",5025,2232,2231,2208,1712,496
"łódzkie","pabianicki","Dłutów, gm.","100803",3273,1584,1584,1570,1223,347
"łódzkie","pabianicki","Dobroń, gm.","100804",5177,2724,2724,2699,1778,921
"łódzkie","pabianicki","Konstantynów Łódzki, m.","100801",14142,7229,7228,7131,3792,3339
"łódzkie","pabianicki","Ksawerów, gm.","100805",5743,3012,3012,2964,1692,1272
"łódzkie","pabianicki","Lutomiersk, gm.","100806",5477,2487,2485,2468,1760,708
"łódzkie","pabianicki","Pabianice, gm.","100807",4345,2480,2480,2456,1686,770
"łódzkie","pabianicki","Pabianice, m.","100802",59106,31809,31796,31419,15875,15544
"łódzkie","pajęczański","Działoszyn, gm.","100901",10161,4338,4338,4288,3004,1284
"łódzkie","pajęczański","Kiełczygłów, gm.","100902",3512,1550,1550,1531,1181,350
"łódzkie","pajęczański","Nowa Brzeźnica, gm.","100903",3980,1628,1628,1614,1198,416
"łódzkie","pajęczański","Pajęczno, gm.","100904",9426,4340,4338,4298,3027,1271
"łódzkie","pajęczański","Rząśnia, gm.","100905",3670,1618,1618,1600,1339,261
"łódzkie","pajęczański","Siemkowice, gm.","100906",3965,1699,1699,1676,1336,340
"łódzkie","pajęczański","Strzelce Wielkie, gm.","100907",3920,1707,1707,1681,1386,295
"łódzkie","pajęczański","Sulmierzyce, gm.","100908",3768,1676,1676,1650,1318,332
"łódzkie","piotrkowski","Aleksandrów, gm.","101001",3772,1661,1661,1645,1357,288
"łódzkie","piotrkowski","Czarnocin, gm.","101002",3166,1599,1599,1583,1344,239
"łódzkie","piotrkowski","Gorzkowice, gm.","101003",6735,2813,2812,2776,2252,524
"łódzkie","piotrkowski","Grabica, gm.","101004",4723,2289,2289,2256,1953,303
"łódzkie","piotrkowski","Łęki Szlacheckie, gm.","101005",2979,1134,1134,1118,935,183
"łódzkie","piotrkowski","Moszczenica, gm.","101006",9839,5095,5092,5055,4043,1012
"łódzkie","piotrkowski","Ręczno, gm.","101007",3021,1277,1277,1259,945,314
"łódzkie","piotrkowski","Rozprza, gm.","101008",9283,3931,3928,3887,3038,849
"łódzkie","piotrkowski","Sulejów, gm.","101009",11944,6159,6157,6105,4532,1573
"łódzkie","piotrkowski","Wola Krzysztoporska, gm.","101010",8872,4605,4603,4555,3905,650
"łódzkie","piotrkowski","Wolbórz, gm.","101011",6149,3261,3261,3230,2407,823
"łódzkie","poddębicki","Dalików, gm.","101101",2979,1294,1294,1272,1028,244
"łódzkie","poddębicki","Pęczniew, gm.","101102",3006,1343,1343,1308,1035,273
"łódzkie","poddębicki","Poddębice, gm.","101103",12891,5074,5072,4991,3245,1746
"łódzkie","poddębicki","Uniejów, gm.","101104",6183,2890,2888,2846,2136,710
"łódzkie","poddębicki","Wartkowice, gm.","101105",5077,1825,1825,1803,1419,384
"łódzkie","poddębicki","Zadzim, gm.","101106",4381,1773,1773,1755,1392,363
"łódzkie","radomszczański","Dobryszyce, gm.","101202",3176,1357,1357,1316,960,356
"łódzkie","radomszczański","Gidle, gm.","101203",5402,2118,2118,2082,1444,638
"łódzkie","radomszczański","Gomunice, gm.","101204",4672,2270,2270,2239,1662,577
"łódzkie","radomszczański","Kamieńsk, gm.","101205",4658,2215,2215,2192,1770,422
"łódzkie","radomszczański","Kobiele Wielkie, gm.","101206",3512,1291,1290,1274,983,291
"łódzkie","radomszczański","Kodrąb, gm.","101207",3782,1505,1505,1493,1200,293
"łódzkie","radomszczański","Lgota Wielka, gm.","101208",3441,1453,1453,1435,1120,315
"łódzkie","radomszczański","Ładzice, gm.","101209",3832,1512,1512,1500,1090,410
"łódzkie","radomszczański","Masłowice, gm.","101210",3562,1284,1284,1260,985,275
"łódzkie","radomszczański","Przedbórz, gm.","101211",6178,2660,2660,2637,1885,752
"łódzkie","radomszczański","Radomsko, gm.","101212",4385,1826,1826,1807,1318,489
"łódzkie","radomszczański","Radomsko, m.","101201",39875,19170,19165,18981,11587,7394
"łódzkie","radomszczański","Wielgomłyny, gm.","101213",3964,1469,1465,1445,1168,277
"łódzkie","radomszczański","Żytno, gm.","101214",4740,1676,1676,1660,1252,408
"łódzkie","rawski","Biała Rawska, gm.","101302",9258,3720,3720,3680,2877,803
"łódzkie","rawski","Cielądz, gm.","101303",3241,1321,1321,1308,1093,215
"łódzkie","rawski","Rawa Mazowiecka, gm.","101304",6519,2632,2632,2608,2177,431
"łódzkie","rawski","Rawa Mazowiecka, m.","101301",14625,7156,7156,7067,4483,2584
"łódzkie","rawski","Regnów, gm.","101305",1439,545,545,542,472,70
"łódzkie","rawski","Sadkowice, gm.","101306",4677,1724,1724,1714,1439,275
"łódzkie","sieradzki","Błaszki, gm.","101402",11824,5189,5186,5124,4124,1000
"łódzkie","sieradzki","Brąszewice, gm.","101403",3317,1554,1554,1540,1285,255
"łódzkie","sieradzki","Brzeźnio, gm.","101404",4899,2253,2250,2222,1681,541
"łódzkie","sieradzki","Burzenin, gm.","101405",4473,1987,1987,1962,1471,491
"łódzkie","sieradzki","Goszczanów, gm.","101406",4462,1739,1735,1711,1458,253
"łódzkie","sieradzki","Klonowa, gm.","101407",2370,1036,1036,1019,791,228
"łódzkie","sieradzki","Sieradz, gm.","101408",7409,3541,3537,3517,2778,739
"łódzkie","sieradzki","Sieradz, m.","101401",37324,19580,19569,19310,10748,8562
"łódzkie","sieradzki","Warta, gm.","101409",10780,5117,5115,5063,3944,1119
"łódzkie","sieradzki","Wróblew, gm.","101410",4933,2084,2082,2054,1677,377
"łódzkie","sieradzki","Złoczew, gm.","101411",5716,2622,2619,2579,2015,564
"łódzkie","skierniewicki","Bolimów, gm.","101501",3228,1329,1329,1311,973,338
"łódzkie","skierniewicki","Głuchów, gm.","101502",4778,2920,2914,2889,2599,290
"łódzkie","skierniewicki","Godzianów, gm.","101503",2104,1190,1190,1183,1032,151
"łódzkie","skierniewicki","Kowiesy, gm.","101504",2461,1061,1061,1048,823,225
"łódzkie","skierniewicki","Lipce Reymontowskie, gm.","101505",2637,1235,1235,1222,923,299
"łódzkie","skierniewicki","Maków, gm.","101506",4661,2235,2235,2208,1687,521
"łódzkie","skierniewicki","Nowy Kawęczyn, gm.","101507",2618,1143,1143,1110,886,224
"łódzkie","skierniewicki","Skierniewice, gm.","101508",5266,2383,2383,2356,1757,599
"łódzkie","skierniewicki","Słupia, gm.","101509",2090,1031,1031,1023,896,127
"łódzkie","tomaszowski","Będków, gm.","101602",2776,1371,1371,1355,1143,212
"łódzkie","tomaszowski","Budziszewice, gm.","101603",1816,960,960,910,714,196
"łódzkie","tomaszowski","Czerniewice, gm.","101604",4136,1775,1773,1747,1411,336
"łódzkie","tomaszowski","Inowłódz, gm.","101605",3208,1644,1644,1627,1065,562
"łódzkie","tomaszowski","Lubochnia, gm.","101606",5790,2924,2924,2858,2228,630
"łódzkie","tomaszowski","Rokiciny, gm.","101607",4729,2476,2476,2454,1925,529
"łódzkie","tomaszowski","Rzeczyca, gm.","101608",3987,1805,1804,1781,1489,292
"łódzkie","tomaszowski","Tomaszów Mazowiecki, gm.","101609",7679,3936,3934,3894,2771,1123
"łódzkie","tomaszowski","Tomaszów Mazowiecki, m.","101601",54588,27932,27929,27588,15050,12538
"łódzkie","tomaszowski","Ujazd, gm.","101610",6364,3166,3166,3128,2111,1017
"łódzkie","tomaszowski","Żelechlinek, gm.","101611",2741,1254,1254,1241,1109,132
"łódzkie","wieluński","Biała, gm.","101701",4313,1815,1815,1804,1357,447
"łódzkie","wieluński","Czarnożyły, gm.","101702",3526,1637,1637,1618,1303,315
"łódzkie","wieluński","Konopnica, gm.","101703",3290,1478,1478,1454,979,475
"łódzkie","wieluński","Mokrsko, gm.","101704",4246,2064,2064,2028,1415,613
"łódzkie","wieluński","Osjaków, gm.","101705",3702,1798,1798,1771,1410,361
"łódzkie","wieluński","Ostrówek, gm.","101706",3646,1610,1610,1578,1200,378
"łódzkie","wieluński","Pątnów, gm.","101707",4944,2317,2316,2296,1852,444
"łódzkie","wieluński","Skomlin, gm.","101708",2742,1260,1259,1234,876,358
"łódzkie","wieluński","Wieluń, gm.","101709",26912,12998,12996,12825,7345,5480
"łódzkie","wieluński","Wierzchlas, gm.","101710",5158,2148,2148,2118,1449,669
"łódzkie","wieruszowski","Bolesławiec, gm.","101801",3266,1416,1416,1386,950,436
"łódzkie","wieruszowski","Czastary, gm.","101802",3128,1336,1335,1323,1001,322
"łódzkie","wieruszowski","Galewice, gm.","101803",4799,2033,2033,2020,1417,603
"łódzkie","wieruszowski","Lututów, gm.","101804",3780,1592,1591,1552,1198,354
"łódzkie","wieruszowski","Łubnice, gm.","101805",3182,1333,1333,1316,1022,294
"łódzkie","wieruszowski","Sokolniki, gm.","101806",3868,1711,1711,1694,1202,492
"łódzkie","wieruszowski","Wieruszów, gm.","101807",11316,5569,5566,5495,3151,2344
"łódzkie","zduńskowolski","Szadek, gm.","101902",5823,2561,2560,2525,1895,630
"łódzkie","zduńskowolski","Zapolice, gm.","101903",3655,1443,1443,1426,971,455
"łódzkie","zduńskowolski","Zduńska Wola, gm.","101904",8404,3942,3940,3912,2852,1060
"łódzkie","zduńskowolski","Zduńska Wola, m.","101901",35915,18719,18716,18513,10426,8087
"łódzkie","zgierski","Aleksandrów Łódzki, gm.","102004",21146,10400,10396,10293,5594,4699
"łódzkie","zgierski","Głowno, gm.","102005",3901,1613,1612,1597,1357,240
"łódzkie","zgierski","Głowno, m.","102001",12567,5571,5567,5487,3035,2452
"łódzkie","zgierski","Ozorków, gm.","102006",5112,2488,2488,2463,1887,576
"łódzkie","zgierski","Ozorków, m.","102002",16911,7821,7815,7723,4370,3353
"łódzkie","zgierski","Parzęczew, gm.","102007",4115,1742,1741,1722,1100,622
"łódzkie","zgierski","Stryków, gm.","102008",9662,4295,4295,4257,2655,1602
"łódzkie","zgierski","Zgierz, gm.","102009",8589,4502,4501,4457,2966,1491
"łódzkie","zgierski","Zgierz, m.","102003",48263,25866,25850,25532,13751,11781
"łódzkie","brzeziński","Brzeziny, gm.","102102",4078,1848,1848,1831,1503,328
"łódzkie","brzeziński","Brzeziny, m.","102101",10043,4863,4864,4792,3006,1786
"łódzkie","brzeziński","Dmosin, gm.","102103",3792,1547,1546,1529,1248,281
"łódzkie","brzeziński","Jeżów, gm.","102104",2851,1595,1595,1579,1305,274
"łódzkie","brzeziński","Rogów, gm.","102105",3728,1833,1832,1810,1300,510
"łódzkie","Łódź","Łódź, m.","106101",628658,347359,347158,342804,153929,188875
"łódzkie","Piotrków Trybunalski","Piotrków Trybunalski, m.","106201",64185,34964,34949,34485,20144,14341
"łódzkie","Skierniewice","Skierniewice, m.","106301",38748,20579,20569,20318,10604,9714
"małopolskie","bocheński","Bochnia, gm.","120102",13813,7261,7261,7233,5241,1992
"małopolskie","bocheński","Bochnia, m.","120101",23338,13672,13668,13542,7760,5782
"małopolskie","bocheński","Drwinia, gm.","120103",4806,2671,2671,2655,2218,437
"małopolskie","bocheński","Lipnica Murowana, gm.","120104",3999,2142,2140,2118,1629,489
"małopolskie","bocheński","Łapanów, gm.","120105",5381,2813,2813,2780,2043,737
"małopolskie","bocheński","Nowy Wiśnicz, gm.","120106",9641,5793,5793,5750,4104,1646
"małopolskie","bocheński","Rzezawa, gm.","120107",7744,4344,4343,4321,3399,922
"małopolskie","bocheński","Trzciana, gm.","120108",3703,2174,2174,2159,1726,433
"małopolskie","bocheński","Żegocina, gm.","120109",3681,2391,2390,2372,2050,322
"małopolskie","brzeski","Borzęcin, gm.","120201",6284,3200,3199,3170,2365,805
"małopolskie","brzeski","Brzesko, gm.","120202",27454,15248,15245,15131,9776,5355
"małopolskie","brzeski","Czchów, gm.","120203",6788,3856,3858,3829,2908,921
"małopolskie","brzeski","Dębno, gm.","120204",10288,5886,5886,5842,4374,1468
"małopolskie","brzeski","Gnojnik, gm.","120205",5354,2818,2818,2790,2151,639
"małopolskie","brzeski","Iwkowa, gm.","120206",4376,2462,2462,2443,2031,412
"małopolskie","brzeski","Szczurowa, gm.","120207",7697,3750,3750,3723,2805,918
"małopolskie","chrzanowski","Alwernia, gm.","120301",9880,5022,5020,4973,2877,2096
"małopolskie","chrzanowski","Babice, gm.","120302",6870,3607,3607,3566,2095,1471
"małopolskie","chrzanowski","Chrzanów, gm.","120303",40945,21130,21122,20865,9799,11066
"małopolskie","chrzanowski","Libiąż, gm.","120304",18235,9305,9303,9212,5525,3687
"małopolskie","chrzanowski","Trzebinia, gm.","120305",27990,14197,14192,14031,6904,7127
"małopolskie","dąbrowski","Bolesław, gm.","120401",2304,1037,1037,1026,874,152
"małopolskie","dąbrowski","Dąbrowa Tarnowska, gm.","120402",15982,7936,7934,7876,6175,1701
"małopolskie","dąbrowski","Gręboszów, gm.","120403",2913,1512,1512,1507,1333,174
"małopolskie","dąbrowski","Mędrzechów, gm.","120404",2773,1275,1275,1263,1022,241
"małopolskie","dąbrowski","Olesno, gm.","120405",5881,3147,3147,3138,2775,363
"małopolskie","dąbrowski","Radgoszcz, gm.","120406",5369,2922,2921,2907,2712,195
"małopolskie","dąbrowski","Szczucin, gm.","120407",10284,4956,4955,4919,3858,1061
"małopolskie","gorlicki","Biecz, gm.","120502",13155,6506,6501,6442,4894,1548
"małopolskie","gorlicki","Bobowa, gm.","120503",6621,3548,3548,3516,2850,666
"małopolskie","gorlicki","Gorlice, gm.","120504",12332,6608,6606,6544,4832,1712
"małopolskie","gorlicki","Gorlice, m.","120501",24495,12791,12788,12665,7579,5086
"małopolskie","gorlicki","Lipinki, gm.","120505",5224,2501,2501,2475,1957,518
"małopolskie","gorlicki","Łużna, gm.","120506",6127,3070,3070,3043,2316,727
"małopolskie","gorlicki","Moszczenica, gm.","120507",3583,1798,1798,1791,1467,324
"małopolskie","gorlicki","Ropa, gm.","120508",3589,1992,1992,1981,1569,412
"małopolskie","gorlicki","Sękowa, gm.","120509",3636,1744,1743,1737,1089,648
"małopolskie","gorlicki","Uście Gorlickie, gm.","120510",4710,2036,2036,2014,1170,844
"małopolskie","krakowski","Czernichów, gm.","120601",9868,4831,4830,4774,3193,1581
"małopolskie","krakowski","Igołomia-Wawrzeńczyce, gm.","120602",5860,2290,2290,2277,1724,553
"małopolskie","krakowski","Iwanowice, gm.","120603",6204,3217,3216,3193,2561,632
"małopolskie","krakowski","Jerzmanowice-Przeginia, gm.","120604",7998,4194,4193,4163,3029,1134
"małopolskie","krakowski","Kocmyrzów-Luborzyca, gm.","120605",9771,4671,4671,4640,3274,1366
"małopolskie","krakowski","Krzeszowice, gm.","120606",25216,13639,13637,13531,7840,5691
"małopolskie","krakowski","Liszki, gm.","120607",11760,6498,6498,6466,4175,2291
"małopolskie","krakowski","Michałowice, gm.","120608",5820,3083,3083,3070,1979,1091
"małopolskie","krakowski","Mogilany, gm.","120609",8086,4749,4748,4715,2811,1904
"małopolskie","krakowski","Skała, gm.","120610",7473,3809,3808,3781,2622,1159
"małopolskie","krakowski","Skawina, gm.","120611",32096,18288,18274,18132,10425,7707
"małopolskie","krakowski","Słomniki, gm.","120612",10642,5329,5328,5290,3805,1485
"małopolskie","krakowski","Sułoszowa, gm.","120613",4525,2388,2388,2370,1983,387
"małopolskie","krakowski","Świątniki Górne, gm.","120614",6657,3713,3711,3695,2365,1330
"małopolskie","krakowski","Wielka Wieś, gm.","120615",6995,4042,4042,4018,2489,1529
"małopolskie","krakowski","Zabierzów, gm.","120616",17667,10724,10722,10654,5437,5217
"małopolskie","krakowski","Zielonki, gm.","120617",11380,6684,6684,6648,3600,3048
"małopolskie","limanowski","Dobra, gm.","120703",7101,3411,3410,3384,2451,933
"małopolskie","limanowski","Jodłownik, gm.","120704",6087,3010,3008,2981,2318,663
"małopolskie","limanowski","Kamienica, gm.","120705",5250,2788,2788,2764,2195,569
"małopolskie","limanowski","Laskowa, gm.","120706",5360,3592,3592,3576,3127,449
"małopolskie","limanowski","Limanowa, gm.","120707",16444,9294,9294,9228,7506,1722
"małopolskie","limanowski","Limanowa, m.","120701",11819,6994,6994,6943,4674,2269
"małopolskie","limanowski","Łukowica, gm.","120708",6590,3634,3634,3590,2842,748
"małopolskie","limanowski","Mszana Dolna, gm.","120709",11700,6605,6604,6563,5464,1099
"małopolskie","limanowski","Mszana Dolna, m.","120702",5583,3267,3265,3237,2170,1067
"małopolskie","limanowski","Niedźwiedź, gm.","120710",4765,2193,2193,2173,1606,567
"małopolskie","limanowski","Słopnice, gm.","120711",3995,2280,2280,2271,1891,380
"małopolskie","limanowski","Tymbark, gm.","120712",4423,2763,2763,2746,2250,496
"małopolskie","miechowski","Charsznica, gm.","120801",6328,2438,2436,2405,1915,490
"małopolskie","miechowski","Gołcza, gm.","120802",5044,2202,2202,2176,1671,505
"małopolskie","miechowski","Kozłów, gm.","120803",4044,1586,1586,1569,1327,242
"małopolskie","miechowski","Książ Wielki, gm.","120804",4486,1969,1969,1947,1551,396
"małopolskie","miechowski","Miechów, gm.","120805",16172,7101,7095,7034,4561,2473
"małopolskie","miechowski","Racławice, gm.","120806",2028,672,672,669,533,136
"małopolskie","miechowski","Słaboszów, gm.","120807",3217,1144,1144,1123,896,227
"małopolskie","myślenicki","Dobczyce, gm.","120901",10340,5967,5965,5918,3995,1923
"małopolskie","myślenicki","Lubień, gm.","120902",6677,3845,3845,3826,2832,994
"małopolskie","myślenicki","Myślenice, gm.","120903",30531,18235,18235,18109,11363,6746
"małopolskie","myślenicki","Pcim, gm.","120904",7565,4374,4373,4317,3291,1026
"małopolskie","myślenicki","Raciechowice, gm.","120905",4564,2101,2100,2082,1540,542
"małopolskie","myślenicki","Siepraw, gm.","120906",5759,3251,3251,3233,2228,1005
"małopolskie","myślenicki","Sułkowice, gm.","120907",10256,5267,5266,5223,3354,1869
"małopolskie","myślenicki","Tokarnia, gm.","120908",5827,3507,3507,3491,2649,842
"małopolskie","myślenicki","Wiśniowa, gm.","120909",4990,2873,2872,2857,2342,515
"małopolskie","nowosądecki","Chełmiec, gm.","121002",17314,10581,10581,10518,8391,2127
"małopolskie","nowosądecki","Gródek nad Dunajcem, gm.","121003",6342,3383,3383,3367,2651,716
"małopolskie","nowosądecki","Grybów, gm.","121004",16021,10099,10097,10051,8552,1499
"małopolskie","nowosądecki","Grybów, m.","121001",4870,3048,3048,3033,2269,764
"małopolskie","nowosądecki","Kamionka Wielka, gm.","121005",6362,3917,3917,3905,3134,771
"małopolskie","nowosądecki","Korzenna, gm.","121006",9569,5616,5616,5593,4977,616
"małopolskie","nowosądecki","Krynica-Zdrój, gm.","121007",14146,7727,7726,7650,4815,2835
"małopolskie","nowosądecki","Łabowa, gm.","121008",3565,1968,1968,1957,1638,319
"małopolskie","nowosądecki","Łącko, gm.","121009",10849,6036,6035,5980,4735,1245
"małopolskie","nowosądecki","Łososina Dolna, gm.","121010",7087,4526,4525,4510,3928,582
"małopolskie","nowosądecki","Muszyna, gm.","121011",8551,4700,4700,4667,3099,1568
"małopolskie","nowosądecki","Nawojowa, gm.","121012",5288,3130,3130,3118,2646,472
"małopolskie","nowosądecki","Piwniczna-Zdrój, gm.","121013",7827,4202,4201,4173,2992,1181
"małopolskie","nowosądecki","Podegrodzie, gm.","121014",8198,4828,4828,4789,3910,879
"małopolskie","nowosądecki","Rytro, gm.","121015",2795,1579,1579,1559,1175,384
"małopolskie","nowosądecki","Stary Sącz, gm.","121016",16248,9657,9655,9607,7375,2232
"małopolskie","nowotarski","Czarny Dunajec, gm.","121103",15698,6969,6969,6934,5006,1928
"małopolskie","nowotarski","Czorsztyn, gm.","121104",5283,2622,2622,2604,1341,1263
"małopolskie","nowotarski","Jabłonka, gm.","121105",12335,6327,6326,6293,4861,1432
"małopolskie","nowotarski","Krościenko nad Dunajcem, gm.","121106",4976,2520,2520,2509,1519,990
"małopolskie","nowotarski","Lipnica Wielka, gm.","121107",3908,2104,2103,2085,1456,629
"małopolskie","nowotarski","Łapsze Niżne, gm.","121108",6507,2874,2874,2847,1744,1103
"małopolskie","nowotarski","Nowy Targ, gm.","121109",16113,8233,8228,8187,5356,2831
"małopolskie","nowotarski","Nowy Targ, m.","121101",25941,14489,14480,14378,7497,6881
"małopolskie","nowotarski","Ochotnica Dolna, gm.","121110",5773,2964,2964,2946,2003,943
"małopolskie","nowotarski","Raba Wyżna, gm.","121111",10043,5264,5262,5221,3981,1240
"małopolskie","nowotarski","Rabka-Zdrój, gm.","121112",13659,8031,8030,7992,5393,2599
"małopolskie","nowotarski","Spytkowice, gm.","121113",2932,1554,1553,1542,1192,350
"małopolskie","nowotarski","Szaflary, gm.","121114",7238,3238,3238,3228,2403,825
"małopolskie","nowotarski","Szczawnica, m.","121102",5883,3120,3120,3084,1384,1700
"małopolskie","olkuski","Bolesław, gm.","121203",6328,2588,2588,2539,1424,1115
"małopolskie","olkuski","Bukowno, m.","121201",8677,3646,3645,3596,1959,1637
"małopolskie","olkuski","Klucze, gm.","121204",12205,6115,6111,6054,3195,2859
"małopolskie","olkuski","Olkusz, gm.","121205",41524,22168,22162,21941,13176,8765
"małopolskie","olkuski","Trzyciąż, gm.","121206",5594,2402,2402,2382,1966,416
"małopolskie","olkuski","Wolbrom, gm.","121207",18536,8801,8798,8697,6044,2653
"małopolskie","oświęcimski","Brzeszcze, gm.","121302",17489,9687,9684,9594,5423,4171
"małopolskie","oświęcimski","Chełmek, gm.","121303",10228,5711,5711,5631,3045,2586
"małopolskie","oświęcimski","Kęty, gm.","121304",26332,15334,15332,15210,9073,6137
"małopolskie","oświęcimski","Osiek, gm.","121305",5997,3223,3223,3200,2265,935
"małopolskie","oświęcimski","Oświęcim, gm.","121306",12925,7699,7698,7622,4473,3149
"małopolskie","oświęcimski","Oświęcim, m.","121301",33969,19174,19165,18996,9374,9622
"małopolskie","oświęcimski","Polanka Wielka, gm.","121307",3130,1790,1790,1779,1256,523
"małopolskie","oświęcimski","Przeciszów, gm.","121308",5267,2681,2681,2657,1674,983
"małopolskie","oświęcimski","Zator, gm.","121309",6974,3946,3946,3915,2510,1405
"małopolskie","proszowicki","Koniusza, gm.","121401",6537,2668,2668,2649,2164,485
"małopolskie","proszowicki","Koszyce, gm.","121402",4685,1688,1687,1671,1304,367
"małopolskie","proszowicki","Nowe Brzesko, gm.","121403",4485,1940,1940,1929,1551,378
"małopolskie","proszowicki","Pałecznica, gm.","121404",2853,1116,1116,1104,936,168
"małopolskie","proszowicki","Proszowice, gm.","121405",13196,5632,5632,5576,4083,1493
"małopolskie","proszowicki","Radziemice, gm.","121406",2712,1093,1093,1087,897,190
"małopolskie","Suski","Budzów, gm.","121503",6081,2979,2977,2961,2155,806
"małopolskie","Suski","Bystra-Sidzina, gm.","121504",4602,2475,2475,2451,1739,712
"małopolskie","Suski","Jordanów, gm.","121505",7764,4310,4309,4285,3208,1077
"małopolskie","Suski","Jordanów, m.","121501",4015,2316,2313,2287,1433,854
