"Województwo","Powiat","Gmina","Teryt","Typ.gminy","typ_gminy","L.obwodów","Uprawnieni.do.głosowania","Wydane.karty.do.głosowania","Głosy.oddane","Głosy.ważne","Jarosław.Aleksander.KACZYŃSKI","Bronisław.Maria.KOMOROWSKI"
"podkarpackie","przemyski","Fredropol","181303"," gm.","wiejska",13,4420,2128,2128,2102,1221,881
"podkarpackie","przemyski","Krasiczyn","181304"," gm.","wiejska",5,3771,1948,1948,1934,1081,853
"podkarpackie","przemyski","Krzywcza","181305"," gm.","wiejska",6,3936,1953,1953,1928,1456,472
"podkarpackie","przemyski","Medyka","181306"," gm.","wiejska",8,5087,2778,2778,2755,1766,989
"podkarpackie","przemyski","Orły","181307"," gm.","wiejska",10,6650,3535,3535,3506,2392,1114
"podkarpackie","przemyski","Przemyśl","181308"," gm.","wiejska",7,7556,4036,4036,3996,2331,1665
"podkarpackie","przemyski","Stubno","181309"," gm.","wiejska",5,3155,1394,1394,1385,780,605
"podkarpackie","przemyski","Żurawica","181310"," gm.","wiejska",12,10099,5552,5550,5480,3479,2001
"podkarpackie","przeworski","Przeworsk","181401"," m.","miejska",11,13082,7629,7625,7532,4657,2875
"podkarpackie","przeworski","Adamówka","181402"," gm.","wiejska",4,3320,1582,1582,1568,1067,501
"podkarpackie","przeworski","Gać","181403"," gm.","wiejska",5,3629,1911,1911,1889,1353,536
"podkarpackie","przeworski","Jawornik Polski","181404"," gm.","wiejska",4,3904,2031,2031,2013,1403,610
"podkarpackie","przeworski","Kańczuga","181405"," gm.","miejsko-wiejska",9,10139,4814,4814,4767,3116,1651
"podkarpackie","przeworski","Przeworsk","181406"," gm.","wiejska",11,11479,6722,6722,6668,5390,1278
"podkarpackie","przeworski","Sieniawa","181407"," gm.","miejsko-wiejska",9,5532,2955,2955,2927,1862,1065
"podkarpackie","przeworski","Tryńcza","181408"," gm.","wiejska",7,6408,3486,3486,3463,2814,649
"podkarpackie","przeworski","Zarzecze","181409"," gm.","wiejska",9,5645,3151,3151,3106,2289,817
"podkarpackie","ropczycko-sędziszowski","Iwierzyce","181501"," gm.","wiejska",9,5809,3515,3515,3470,2831,639
"podkarpackie","ropczycko-sędziszowski","Ostrów","181502"," gm.","wiejska",8,5396,2838,2837,2808,2231,577
"podkarpackie","ropczycko-sędziszowski","Ropczyce","181503"," gm.","miejsko-wiejska",21,20584,12254,12253,12082,9135,2947
"podkarpackie","ropczycko-sędziszowski","Sędziszów Małopolski","181504"," gm.","miejsko-wiejska",21,18217,11369,11368,11274,8858,2416
"podkarpackie","ropczycko-sędziszowski","Wielopole Skrzyńskie","181505"," gm.","wiejska",6,6505,3534,3532,3507,2857,650
"podkarpackie","rzeszowski","Dynów","181601"," m.","miejska",5,5022,2940,2939,2918,2016,902
"podkarpackie","rzeszowski","Błażowa","181602"," gm.","miejsko-wiejska",9,8500,4925,4925,4885,3785,1100
"podkarpackie","rzeszowski","Boguchwała","181603"," gm.","miejsko-wiejska",11,14567,9080,9080,9014,6365,2649
"podkarpackie","rzeszowski","Chmielnik","181604"," gm.","wiejska",6,5026,2961,2961,2937,2203,734
"podkarpackie","rzeszowski","Dynów","181605"," gm.","wiejska",10,5707,2832,2832,2813,2157,656
"podkarpackie","rzeszowski","Głogów Małopolski","181606"," gm.","miejsko-wiejska",15,14075,8536,8532,8458,5869,2589
"podkarpackie","rzeszowski","Hyżne","181607"," gm.","wiejska",8,5346,3334,3334,3318,2668,650
"podkarpackie","rzeszowski","Kamień","181608"," gm.","wiejska",5,5385,3021,3021,2990,2527,463
"podkarpackie","rzeszowski","Krasne","181609"," gm.","wiejska",6,7790,4974,4974,4930,3272,1658
"podkarpackie","rzeszowski","Lubenia","181610"," gm.","wiejska",4,5186,3113,3112,3086,2352,734
"podkarpackie","rzeszowski","Sokołów Małopolski","181611"," gm.","miejsko-wiejska",13,12948,7620,7620,7555,6059,1496
"podkarpackie","rzeszowski","Świlcza","181612"," gm.","wiejska",11,12253,7317,7317,7246,5054,2192
"podkarpackie","rzeszowski","Trzebownisko","181613"," gm.","wiejska",12,14998,9259,9260,9160,6358,2802
"podkarpackie","rzeszowski","Tyczyn","181614"," gm.","miejsko-wiejska",6,8356,5059,5057,5007,3683,1324
"podkarpackie","sanocki","Sanok","181701"," m.","miejska",22,32103,17289,17273,17116,8319,8797
"podkarpackie","sanocki","Besko","181702"," gm.","wiejska",3,3386,1570,1570,1558,1155,403
"podkarpackie","sanocki","Bukowsko","181703"," gm.","wiejska",3,4195,2194,2194,2162,1363,799
"podkarpackie","sanocki","Komańcza","181704"," gm.","wiejska",9,4983,2182,2182,2159,712,1447
"podkarpackie","sanocki","Sanok","181705"," gm.","wiejska",18,13550,6984,6982,6921,4961,1960
"podkarpackie","sanocki","Tyrawa Wołoska","181706"," gm.","wiejska",1,1517,717,717,712,446,266
"podkarpackie","sanocki","Zagórz","181707"," gm.","miejsko-wiejska",8,10310,5194,5192,5167,3217,1950
"podkarpackie","sanocki","Zarszyn","181708"," gm.","wiejska",7,7343,3623,3623,3561,2041,1520
"podkarpackie","stalowowolski","Stalowa Wola","181801"," m.","miejska",34,52153,28584,28577,28230,15602,12628
"podkarpackie","stalowowolski","Bojanów","181802"," gm.","wiejska",9,5627,2891,2890,2853,2344,509
"podkarpackie","stalowowolski","Pysznica","181803"," gm.","wiejska",8,7758,3879,3879,3845,2807,1038
"podkarpackie","stalowowolski","Radomyśl nad Sanem","181804"," gm.","wiejska",5,5899,2932,2932,2905,2030,875
"podkarpackie","stalowowolski","Zaklików","181805"," gm.","wiejska",10,7075,3530,3530,3503,2250,1253
"podkarpackie","stalowowolski","Zaleszany","181806"," gm.","wiejska",10,8623,4405,4405,4353,2986,1367
"podkarpackie","strzyżowski","Czudec","181901"," gm.","wiejska",8,9140,5433,5432,5391,4069,1322
"podkarpackie","strzyżowski","Frysztak","181902"," gm.","wiejska",10,8250,4236,4236,4189,3052,1137
"podkarpackie","strzyżowski","Niebylec","181903"," gm.","wiejska",11,8502,5109,5109,5068,3922,1146
"podkarpackie","strzyżowski","Strzyżów","181904"," gm.","miejsko-wiejska",20,16791,8684,8684,8608,5820,2788
"podkarpackie","strzyżowski","Wiśniowa","181905"," gm.","wiejska",13,6639,3637,3637,3607,2801,806
"podkarpackie","tarnobrzeski","Baranów Sandomierski","182001"," gm.","miejsko-wiejska",9,9664,5271,5271,5190,3754,1436
"podkarpackie","tarnobrzeski","Gorzyce","182002"," gm.","wiejska",11,10770,4970,4970,4893,2988,1905
"podkarpackie","tarnobrzeski","Grębów","182003"," gm.","wiejska",8,7640,3721,3721,3691,2706,985
"podkarpackie","tarnobrzeski","Nowa Dęba","182004"," gm.","miejsko-wiejska",17,15504,7987,7986,7934,4924,3010
"podkarpackie","leski","Baligród","182101"," gm.","wiejska",3,2775,1507,1507,1497,876,621
"podkarpackie","leski","Cisna","182102"," gm.","wiejska",2,2124,1439,1439,1416,515,901
"podkarpackie","leski","Lesko","182103"," gm.","miejsko-wiejska",9,9653,4908,4908,4865,2806,2059
"podkarpackie","leski","Olszanica","182104"," gm.","wiejska",5,4756,2431,2431,2397,1259,1138
"podkarpackie","leski","Solina","182105"," gm.","wiejska",8,6200,4159,4159,4136,2168,1968
"podkarpackie","Krosno","Krosno","186101"," m.","miejska",26,38661,22182,22149,21929,11023,10906
"podkarpackie","Przemyśl","Przemyśl","186201"," m.","miejska",39,52678,29994,29982,29637,14034,15603
"podkarpackie","Rzeszów","Rzeszów","186301"," m.","miejska",92,139183,86889,86862,85942,42021,43921
"podkarpackie","Tarnobrzeg","Tarnobrzeg","186401"," m.","miejska",32,38998,21907,21904,21626,9986,11640
"podlaskie","augustowski","Augustów","200101"," m.","miejska",17,25413,14874,14873,14700,6895,7805
"podlaskie","augustowski","Augustów","200102"," gm.","wiejska",6,5298,2498,2498,2470,1508,962
"podlaskie","augustowski","Bargłów Kościelny","200103"," gm.","wiejska",3,4590,1915,1915,1905,1149,756
"podlaskie","augustowski","Lipsk","200104"," gm.","miejsko-wiejska",4,4647,2123,2123,2083,1162,921
"podlaskie","augustowski","Nowinka","200105"," gm.","wiejska",3,2718,1676,1676,1658,792,866
"podlaskie","augustowski","Płaska","200106"," gm.","wiejska",2,2748,1687,1686,1675,689,986
"podlaskie","augustowski","Sztabin","200107"," gm.","wiejska",3,4477,2016,2016,2001,1129,872
"podlaskie","białostocki","Choroszcz","200201"," gm.","miejsko-wiejska",11,11487,6153,6151,6079,3525,2554
"podlaskie","białostocki","Czarna Białostocka","200202"," gm.","miejsko-wiejska",7,9234,4718,4718,4678,2376,2302
"podlaskie","białostocki","Dobrzyniewo Duże","200203"," gm.","wiejska",5,6549,3496,3494,3464,1992,1472
"podlaskie","białostocki","Gródek","200204"," gm.","wiejska",8,4862,2314,2314,2291,363,1928
"podlaskie","białostocki","Juchnowiec Kościelny","200205"," gm.","wiejska",8,10788,6328,6327,6250,3516,2734
"podlaskie","białostocki","Łapy","200206"," gm.","miejsko-wiejska",15,18426,10894,10894,10784,7610,3174
"podlaskie","białostocki","Michałowo","200207"," gm.","miejsko-wiejska",11,6190,2897,2897,2862,814,2048
"podlaskie","białostocki","Poświętne","200208"," gm.","wiejska",3,2916,1724,1724,1708,1431,277
"podlaskie","białostocki","Supraśl","200209"," gm.","miejsko-wiejska",7,10455,6282,6280,6218,2363,3855
"podlaskie","białostocki","Suraż","200210"," gm.","miejsko-wiejska",4,1669,1024,1024,1016,758,258
"podlaskie","białostocki","Turośń Kościelna","200211"," gm.","wiejska",4,4296,2585,2585,2561,1620,941
"podlaskie","białostocki","Tykocin","200212"," gm.","miejsko-wiejska",7,5362,2912,2912,2887,2219,668
"podlaskie","białostocki","Wasilków","200213"," gm.","miejsko-wiejska",7,10593,5992,5992,5925,2906,3019
"podlaskie","białostocki","Zabłudów","200214"," gm.","miejsko-wiejska",8,7074,3649,3649,3603,1853,1750
"podlaskie","białostocki","Zawady","200215"," gm.","wiejska",2,2406,1310,1309,1304,1104,200
"podlaskie","bielski","Bielsk Podlaski","200301"," m.","miejska",14,21489,12468,12464,12353,3714,8639
"podlaskie","bielski","Brańsk","200302"," m.","miejska",3,3107,2013,2013,1990,1517,473
"podlaskie","bielski","Bielsk Podlaski","200303"," gm.","wiejska",8,6199,2929,2928,2898,910,1988
"podlaskie","bielski","Boćki","200304"," gm.","wiejska",5,3994,2016,2016,1997,1234,763
"podlaskie","bielski","Brańsk","200305"," gm.","wiejska",9,5160,3683,3683,3651,3236,415
"podlaskie","bielski","Orla","200306"," gm.","wiejska",4,2808,1381,1381,1364,114,1250
"podlaskie","bielski","Rudka","200307"," gm.","wiejska",2,1630,934,934,922,681,241
"podlaskie","bielski","Wyszki","200308"," gm.","wiejska",4,3979,2327,2323,2299,1850,449
"podlaskie","grajewski","Grajewo","200401"," m.","miejska",12,17809,8927,8927,8846,4887,3959
"podlaskie","grajewski","Grajewo","200402"," gm.","wiejska",6,4660,2049,2049,2024,1391,633
"podlaskie","grajewski","Radziłów","200403"," gm.","wiejska",6,4224,2110,2110,2096,1717,379
"podlaskie","grajewski","Rajgród","200404"," gm.","miejsko-wiejska",5,4837,2354,2352,2308,1171,1137
"podlaskie","grajewski","Szczuczyn","200405"," gm.","miejsko-wiejska",5,5222,2486,2486,2458,1683,775
"podlaskie","grajewski","Wąsosz","200406"," gm.","wiejska",4,3112,1425,1424,1418,1079,339
"podlaskie","hajnowski","Hajnówka","200501"," m.","miejska",15,18866,10426,10424,10305,1890,8415
"podlaskie","hajnowski","Białowieża","200502"," gm.","wiejska",3,2193,1225,1225,1211,232,979
"podlaskie","hajnowski","Czeremcha","200503"," gm.","wiejska",2,3041,1567,1567,1547,247,1300
"podlaskie","hajnowski","Czyże","200504"," gm.","wiejska",4,2133,1050,1050,1045,73,972
"podlaskie","hajnowski","Dubicze Cerkiewne","200505"," gm.","wiejska",3,1673,792,792,777,81,696
"podlaskie","hajnowski","Hajnówka","200506"," gm.","wiejska",6,3544,1873,1873,1849,163,1686
"podlaskie","hajnowski","Kleszczele","200507"," gm.","miejsko-wiejska",4,2484,1224,1224,1215,211,1004
"podlaskie","hajnowski","Narew","200508"," gm.","wiejska",5,3424,1498,1498,1480,287,1193
"podlaskie","hajnowski","Narewka","200509"," gm.","wiejska",3,3539,1692,1692,1671,203,1468
"podlaskie","kolneński","Kolno","200601"," m.","miejska",8,8814,4258,4258,4211,2523,1688
"podlaskie","kolneński","Grabowo","200602"," gm.","wiejska",4,2924,1468,1468,1454,1122,332
"podlaskie","kolneński","Kolno","200603"," gm.","wiejska",10,6868,3358,3358,3323,2552,771
"podlaskie","kolneński","Mały Płock","200604"," gm.","wiejska",4,4027,1925,1925,1911,1501,410
"podlaskie","kolneński","Stawiski","200605"," gm.","miejsko-wiejska",7,5210,2442,2442,2419,1842,577
"podlaskie","kolneński","Turośl","200606"," gm.","wiejska",3,3972,1926,1926,1906,1336,570
"podlaskie","łomżyński","Jedwabne","200701"," gm.","miejsko-wiejska",4,4584,2514,2514,2493,2145,348
"podlaskie","łomżyński","Łomża","200702"," gm.","wiejska",13,8093,4614,4614,4573,3326,1247
"podlaskie","łomżyński","Miastkowo","200703"," gm.","wiejska",4,3343,1713,1713,1701,1411,290
"podlaskie","łomżyński","Nowogród","200704"," gm.","miejsko-wiejska",3,3257,1786,1786,1770,1254,516
"podlaskie","łomżyński","Piątnica","200705"," gm.","wiejska",8,8266,3954,3954,3905,2875,1030
"podlaskie","łomżyński","Przytuły","200706"," gm.","wiejska",3,1798,931,930,923,830,93
"podlaskie","łomżyński","Śniadowo","200707"," gm.","wiejska",4,4500,2680,2680,2647,2110,537
"podlaskie","łomżyński","Wizna","200708"," gm.","wiejska",5,3566,1907,1907,1890,1546,344
"podlaskie","łomżyński","Zbójna","200709"," gm.","wiejska",5,3616,1705,1705,1691,1153,538
"podlaskie","moniecki","Goniądz","200801"," gm.","miejsko-wiejska",5,4297,2015,2015,1991,1208,783
"podlaskie","moniecki","Jasionówka","200802"," gm.","wiejska",2,2433,1128,1128,1113,766,347
